id,name,aliases,semantic_category,resolution_status,name_status,palette_status,proven_effective_palette_banks,legal_palette_candidates,round_phase_presence,actor_records,actor_classes,spawn_controller_callers,renderer_compositor_families,animation_state_values,composer_tables,representative_codes,composite_dimensions_pixels,palette_derivation,observed_sprite_controls,observed_actor_palette_attributes,static_proof,dynamic_proof,merge_split_rationale,feasibility_treatment,physical_pattern_count,representative_piece_count,unresolved_blockers,representative_png
hostile_base0420_compositor0,HOSTILE_BASE_0420_COMPOSITOR0_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[""round3_phase1"",""round5_phase1"",""round6_phase1""]","[""normal_variant_a_04"",""normal_variant_b_04""]","[""0xC9"",""0xCA"",""0xCB"",""0xCC"",""0xCD"",""0xCE"",""0xCF""]","[""arcade_pc 0x0559B2 map/collision publication"",""arcade_pc 0x041180 spawn/class selection"",""arcade_pc 0x04543E actor record loader""]","[""0x00""]","[""0x00""]","[""arcade_rom/data 0x03D09E""]","[1060,1061,1062,1077,1078,1079,1080,1081]","{""width"":48,""height"":49}",effective_bank = ((sprite_ctrl & 0x00E0) >> 1) | (actor_attr & 0x0F); exact object-to-bank relationship remains unknown unless palette_status is proven,[0],[71],"[""arcade_pc 0x03D054 renderer/compositor dispatch"",""PC090OJ record ownership from arcade_pc 0x041DAE or boss arcade_pc 0x041F30""]","[""original arcade MAME actor/PC090OJ sweep"",""sample frame 2816 at round3_phase1""]",Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,8,8,"[""semantic family name"",""exact object-to-palette-bank relationship""]",sprites/hostile_base0420_compositor0.png
hostile_base0a5a_compositor2,HOSTILE_BASE_0A5A_COMPOSITOR2_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[""round1_castle"",""round1_phase1"",""round2_phase1"",""round3_castle"",""round6_phase1""]",[],"[""0x13"",""0x14"",""0x16"",""0x18"",""0x19"",""0x1D"",""0x1E""]","[""arcade_pc 0x0559B2 map/collision publication"",""arcade_pc 0x041180 spawn/class selection"",""arcade_pc 0x04543E actor record loader""]","[""0x02""]","[""0x00"",""0x03""]","[""arcade_rom/data 0x03F0CE""]",[2722],"{""width"":16,""height"":16}",effective_bank = ((sprite_ctrl & 0x00E0) >> 1) | (actor_attr & 0x0F); exact object-to-bank relationship remains unknown unless palette_status is proven,[0],"[0,4,6,8,14]","[""arcade_pc 0x03D054 renderer/compositor dispatch"",""PC090OJ record ownership from arcade_pc 0x041DAE or boss arcade_pc 0x041F30""]","[""original arcade MAME actor/PC090OJ sweep"",""sample frame 2876 at round1_castle""]",Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,1,"[""semantic family name"",""exact object-to-palette-bank relationship""]",sprites/hostile_base0a5a_compositor2.png
hostile_base0a73_compositor2,HOSTILE_BASE_0A73_COMPOSITOR2_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[""round1_castle"",""round1_phase1"",""round2_phase1"",""round3_castle"",""round3_phase1"",""round4_castle"",""round4_phase1"",""round5_phase1"",""round6_castle"",""round6_phase1""]",[],"[""0x0B"",""0x0C"",""0x0D"",""0x0E"",""0x0F"",""0x10"",""0x11"",""0x12""]","[""arcade_pc 0x0559B2 map/collision publication"",""arcade_pc 0x041180 spawn/class selection"",""arcade_pc 0x04543E actor record loader""]","[""0x02""]","[""0x00"",""0x02"",""0x03""]","[""arcade_rom/data 0x03F0CE""]","[619,620,830,831,832,833,854,867,868,869]","{""width"":48,""height"":72}",effective_bank = ((sprite_ctrl & 0x00E0) >> 1) | (actor_attr & 0x0F); exact object-to-bank relationship remains unknown unless palette_status is proven,[0],"[0,2,4,6,7,8,10,14]","[""arcade_pc 0x03D054 renderer/compositor dispatch"",""PC090OJ record ownership from arcade_pc 0x041DAE or boss arcade_pc 0x041F30""]","[""original arcade MAME actor/PC090OJ sweep"",""sample frame 2846 at round1_castle""]",Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,10,10,"[""semantic family name"",""exact object-to-palette-bank relationship""]",sprites/hostile_base0a73_compositor2.png
hurry_up_bat,Hurry-up Bat,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],[],[],[],[],[],[],"[616,617,618,630]",,,[],[],"[""group-4 records 48-56; palette deliberately unresolved""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,4,1,"[""exact family/route merge"",""composer pieces"",""palette bank""]",sprites/hurry_up_bat.png
large_bat,Large bat enemy,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],[],[],[],[],[],[],[],,,[],[],"[""legal graphics-bearing Stage-1 enemy; retained as a conservative feasibility blocker""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,0,0,"[""exact family/route merge"",""composer pieces"",""palette bank""]",sprites/large_bat.png
normal_small_bat,Normal/small bat enemy,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],[],[],[],[],[],[],[],,,[],[],"[""legal graphics-bearing Stage-1 enemy; retained as a conservative feasibility blocker""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,0,0,"[""exact family/route merge"",""composer pieces"",""palette bank""]",sprites/normal_small_bat.png
static_mode2_base033e_unresolved,STATIC_MODE2_BASE_033E_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""mode2_variant_a_00"",""mode2_variant_a_01"",""mode2_variant_a_02"",""mode2_variant_b_00"",""mode2_variant_b_01"",""mode2_variant_b_02"",""mode2_variant_c_00"",""mode2_variant_c_01"",""mode2_variant_c_02""]",[],[],[],[],[],[830],,,[],[],"[""actor record 0x0454BA"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_mode2_base033e_unresolved.png
static_normal_base0241_unresolved,STATIC_NORMAL_BASE_0241_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""normal_variant_a_08""]",[],[],[],[],[],[577],,,[],[],"[""actor record 0x045542"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_normal_base0241_unresolved.png
static_normal_base043a_unresolved,STATIC_NORMAL_BASE_043A_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""normal_variant_a_07""]",[],[],[],[],[],[1082],,,[],[],"[""actor record 0x04553A"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_normal_base043a_unresolved.png
static_normal_base06e2_unresolved,STATIC_NORMAL_BASE_06E2_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""normal_variant_a_09""]",[],[],[],[],[],[1762],,,[],[],"[""actor record 0x04554A"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_normal_base06e2_unresolved.png
static_normal_base0889_unresolved,STATIC_NORMAL_BASE_0889_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""normal_variant_a_10""]",[],[],[],[],[],[2185],,,[],[],"[""actor record 0x045552"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_normal_base0889_unresolved.png
static_seed_selector_08_1c_00,STATIC_SELECTOR_08_1C_00_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_00""]",[],[],[],[],[],[297],,,[],[],"[""actor record 0x045592"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_00.png
static_seed_selector_08_1c_01,STATIC_SELECTOR_08_1C_01_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_01""]",[],[],[],[],[],[687],,,[],[],"[""actor record 0x04559A"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_01.png
static_seed_selector_08_1c_02,STATIC_SELECTOR_08_1C_02_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_02""]",[],[],[],[],[],[1014],,,[],[],"[""actor record 0x0455A2"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_02.png
static_seed_selector_08_1c_03,STATIC_SELECTOR_08_1C_03_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_03""]",[],[],[],[],[],[616],,,[],[],"[""actor record 0x0455AA"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_03.png
static_seed_selector_08_1c_04,STATIC_SELECTOR_08_1C_04_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_04""]",[],[],[],[],[],[1291],,,[],[],"[""actor record 0x0455B2"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_04.png
static_seed_selector_08_1c_05,STATIC_SELECTOR_08_1C_05_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_05""]",[],[],[],[],[],[3423],,,[],[],"[""actor record 0x0455BA"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_05.png
static_seed_selector_08_1c_06,STATIC_SELECTOR_08_1C_06_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_06""]",[],[],[],[],[],[1565],,,[],[],"[""actor record 0x0455C2"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_06.png
static_seed_selector_08_1c_07,STATIC_SELECTOR_08_1C_07_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_07""]",[],[],[],[],[],[1565],,,[],[],"[""actor record 0x0455CA"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_07.png
static_seed_selector_08_1c_08,STATIC_SELECTOR_08_1C_08_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_08""]",[],[],[],[],[],[2440],,,[],[],"[""actor record 0x0455D2"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_08.png
static_seed_selector_08_1c_09,STATIC_SELECTOR_08_1C_09_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_09""]",[],[],[],[],[],[2440],,,[],[],"[""actor record 0x0455DA"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_09.png
static_seed_selector_08_1c_10,STATIC_SELECTOR_08_1C_10_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_10""]",[],[],[],[],[],[1024],,,[],[],"[""actor record 0x0455E2"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_10.png
static_seed_selector_08_1c_11,STATIC_SELECTOR_08_1C_11_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_11""]",[],[],[],[],[],[1875],,,[],[],"[""actor record 0x0455EA"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_11.png
static_seed_selector_08_1c_12,STATIC_SELECTOR_08_1C_12_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_12""]",[],[],[],[],[],[2092],,,[],[],"[""actor record 0x0455F2"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_12.png
static_seed_selector_08_1c_13,STATIC_SELECTOR_08_1C_13_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_13""]",[],[],[],[],[],[1983],,,[],[],"[""actor record 0x0455FA"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_13.png
static_seed_selector_08_1c_14,STATIC_SELECTOR_08_1C_14_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_14""]",[],[],[],[],[],[3414],,,[],[],"[""actor record 0x045602"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_14.png
static_seed_selector_08_1c_15,STATIC_SELECTOR_08_1C_15_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_15""]",[],[],[],[],[],[2869],,,[],[],"[""actor record 0x04560A"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_15.png
static_seed_selector_08_1c_16,STATIC_SELECTOR_08_1C_16_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_16""]",[],[],[],[],[],[2797],,,[],[],"[""actor record 0x045612"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_16.png
static_seed_selector_08_1c_17,STATIC_SELECTOR_08_1C_17_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_17""]",[],[],[],[],[],[3275],,,[],[],"[""actor record 0x04561A"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_17.png
static_seed_selector_08_1c_18,STATIC_SELECTOR_08_1C_18_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_18""]",[],[],[],[],[],[3051],,,[],[],"[""actor record 0x045622"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_18.png
static_seed_selector_08_1c_19,STATIC_SELECTOR_08_1C_19_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_19""]",[],[],[],[],[],[2538],,,[],[],"[""actor record 0x04562A"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_19.png
static_seed_selector_08_1c_20,STATIC_SELECTOR_08_1C_20_UNRESOLVED,[],ENEMY / HOSTILE,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],"[""selector_08_1c_20""]",[],[],[],[],[],[1351],,,[],[],"[""actor record 0x045632"",""arcade_pc 0x04543E or 0x04544E actor record loader""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,0,"[""record-to-semantic-family merge"",""round/phase reachability"",""composer pieces"",""palette bank""]",sprites/static_seed_selector_08_1c_20.png
axe_item,Axe item/drop,[],ITEM / DROP,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],[],[],[],[],[],[],[],,,[],[],"[""legal graphics-bearing Stage-1 item; retained as a conservative feasibility blocker""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,0,0,"[""exact family/route merge"",""composer pieces"",""palette bank""]",sprites/axe_item.png
other_item_drop,Other item/drop classes,[],ITEM / DROP,unresolved,provisional,unknown,[],"[48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63]",[],[],[],[],[],[],[],[],,,[],[],"[""conservative semantic class for legal graphics-bearing drops/items not otherwise resolved""]",[],Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,0,0,"[""exact family/route merge"",""composer pieces"",""palette bank""]",sprites/other_item_drop.png
aux_5c8_base0275_compositor0,ACTOR_5C8_BASE_0275_COMPOSITOR_0,[],OTHER PROVEN NON-ENEMY,unresolved,provisional,unknown,[],"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[""round1_phase1""]",[],"[""0xA8""]","[""arcade_pc 0x0559B2 map/collision publication"",""arcade_pc 0x041180 spawn/class selection"",""arcade_pc 0x04543E actor record loader""]","[""0x00""]","[""0x00""]","[""arcade_rom/data 0x03D09E""]","[1018,1019]","{""width"":32,""height"":16}",effective_bank = ((sprite_ctrl & 0x00E0) >> 1) | (actor_attr & 0x0F); exact object-to-bank relationship remains unknown unless palette_status is proven,[0],"[0,128]","[""arcade_pc 0x03D054 renderer/compositor dispatch"",""PC090OJ record ownership from arcade_pc 0x041DAE or boss arcade_pc 0x041F30""]","[""original arcade MAME actor/PC090OJ sweep"",""sample frame 4004 at round1_phase1""]",Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,2,2,"[""semantic family name"",""exact object-to-palette-bank relationship""]",sprites/aux_5c8_base0275_compositor0.png
aux_5c8_base03f6_compositor0,ACTOR_5C8_BASE_03F6_COMPOSITOR_0,[],OTHER PROVEN NON-ENEMY,unresolved,provisional,unknown,[],"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[""round1_phase1""]",[],"[""0xB6"",""0xB7"",""0xB8""]","[""arcade_pc 0x0559B2 map/collision publication"",""arcade_pc 0x041180 spawn/class selection"",""arcade_pc 0x04543E actor record loader""]","[""0x00""]","[""0x00""]","[""arcade_rom/data 0x03D09E""]","[1014,1015,1016,1017]","{""width"":32,""height"":32}",effective_bank = ((sprite_ctrl & 0x00E0) >> 1) | (actor_attr & 0x0F); exact object-to-bank relationship remains unknown unless palette_status is proven,[0],[128],"[""arcade_pc 0x03D054 renderer/compositor dispatch"",""PC090OJ record ownership from arcade_pc 0x041DAE or boss arcade_pc 0x041F30""]","[""original arcade MAME actor/PC090OJ sweep"",""sample frame 3808 at round1_phase1""]",Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,4,4,"[""semantic family name"",""exact object-to-palette-bank relationship""]",sprites/aux_5c8_base03f6_compositor0.png
aux_5c8_base050b_compositor0,ACTOR_5C8_BASE_050B_COMPOSITOR_0,[],OTHER PROVEN NON-ENEMY,unresolved,provisional,unknown,[],"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[""round1_phase1""]",[],"[""0xBF"",""0xC0"",""0xC1""]","[""arcade_pc 0x0559B2 map/collision publication"",""arcade_pc 0x041180 spawn/class selection"",""arcade_pc 0x04543E actor record loader""]","[""0x00""]","[""0x00""]","[""arcade_rom/data 0x03D09E""]","[1297,1298,1299]","{""width"":40,""height"":32}",effective_bank = ((sprite_ctrl & 0x00E0) >> 1) | (actor_attr & 0x0F); exact object-to-bank relationship remains unknown unless palette_status is proven,[0],[0],"[""arcade_pc 0x03D054 renderer/compositor dispatch"",""PC090OJ record ownership from arcade_pc 0x041DAE or boss arcade_pc 0x041F30""]","[""original arcade MAME actor/PC090OJ sweep"",""sample frame 3808 at round1_phase1""]",Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,3,3,"[""semantic family name"",""exact object-to-palette-bank relationship""]",sprites/aux_5c8_base050b_compositor0.png
aux_748_base019d_compositor0,ACTOR_748_BASE_019D_COMPOSITOR_0,[],PROJECTILE / WEAPON,unresolved,provisional,unknown,[],"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[""round3_phase1"",""round4_phase1"",""round5_phase1"",""round6_phase1""]",[],"[""0x2A"",""0x2B"",""0x2C"",""0x2D"",""0x2E"",""0x2F""]","[""arcade_pc 0x0559B2 map/collision publication"",""arcade_pc 0x041180 spawn/class selection"",""arcade_pc 0x04543E actor record loader""]","[""0x00""]","[""0x00""]","[""arcade_rom/data 0x03D09E""]",[443],"{""width"":16,""height"":16}",effective_bank = ((sprite_ctrl & 0x00E0) >> 1) | (actor_attr & 0x0F); exact object-to-bank relationship remains unknown unless palette_status is proven,[0],[0],"[""arcade_pc 0x03D054 renderer/compositor dispatch"",""PC090OJ record ownership from arcade_pc 0x041DAE or boss arcade_pc 0x041F30""]","[""original arcade MAME actor/PC090OJ sweep"",""sample frame 2858 at round3_phase1""]",Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,1,"[""semantic family name"",""exact object-to-palette-bank relationship""]",sprites/aux_748_base019d_compositor0.png
aux_748_base01cb_compositor0,ACTOR_748_BASE_01CB_COMPOSITOR_0,[],PROJECTILE / WEAPON,unresolved,provisional,unknown,[],"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[""round6_castle""]",[],"[""0xDA"",""0xDB"",""0xDC""]","[""arcade_pc 0x0559B2 map/collision publication"",""arcade_pc 0x041180 spawn/class selection"",""arcade_pc 0x04543E actor record loader""]","[""0x00""]","[""0x00""]","[""arcade_rom/data 0x03D09E""]",[503],"{""width"":16,""height"":16}",effective_bank = ((sprite_ctrl & 0x00E0) >> 1) | (actor_attr & 0x0F); exact object-to-bank relationship remains unknown unless palette_status is proven,[0],[0],"[""arcade_pc 0x03D054 renderer/compositor dispatch"",""PC090OJ record ownership from arcade_pc 0x041DAE or boss arcade_pc 0x041F30""]","[""original arcade MAME actor/PC090OJ sweep"",""sample frame 2952 at round6_castle""]",Not merged with another candidate without arcade semantic proof.,included conservatively; never zero-cost,1,1,"[""semantic family name"",""exact object-to-palette-bank relationship""]",sprites/aux_748_base01cb_compositor0.png
