sample,seconds,command,chip,address,value,note
229552,5.205260770975057,0x54,YM2151,0xF4,0x27,
229559,5.205419501133787,0x54,YM2151,0xEC,0x17,
229567,5.205600907029479,0x54,YM2151,0xFC,0x06,
229571,5.2056916099773245,0x54,YM2151,0x08,0x7C,
229582,5.2059410430839,0x54,YM2151,0x2D,0x11,
229601,5.2063718820861675,0x54,YM2151,0x7D,0x12,
229612,5.206621315192744,0x54,YM2151,0xE5,0x08,
229619,5.206780045351474,0x54,YM2151,0xF5,0x75,
229626,5.206938775510204,0x54,YM2151,0xED,0xD6,
229634,5.207120181405895,0x54,YM2151,0xFD,0xD7,
229638,5.207210884353741,0x54,YM2151,0x08,0x7D,
230258,5.221269841269841,0x54,YM2151,0x08,0x05,
230964,5.237278911564625,0x54,YM2151,0x08,0x04,
233284,5.289886621315193,0x54,YM2151,0xE4,0x1F,
233285,5.289909297052154,0x54,YM2151,0xEC,0x2F,
233287,5.289954648526077,0x54,YM2151,0xF4,0x1F,
233288,5.289977324263038,0x54,YM2151,0xFC,0x0F,
233330,5.29092970521542,0x54,YM2151,0xE5,0x0F,
233332,5.2909750566893425,0x54,YM2151,0xED,0x7F,
233333,5.290997732426304,0x54,YM2151,0xF5,0xDF,
233335,5.2910430839002265,0x54,YM2151,0xFD,0xDF,
233851,5.302743764172336,0x54,YM2151,0x2C,0x1E,
233870,5.303174603174603,0x54,YM2151,0x7C,0x10,
233881,5.3034240362811795,0x54,YM2151,0xE4,0x18,
233888,5.303582766439909,0x54,YM2151,0xF4,0x27,
233895,5.303741496598639,0x54,YM2151,0xEC,0x17,
233903,5.303922902494331,0x54,YM2151,0xFC,0x06,
233907,5.304013605442177,0x54,YM2151,0x08,0x7C,
233918,5.304263038548753,0x54,YM2151,0x2D,0x0E,
233937,5.304693877551021,0x54,YM2151,0x7D,0x17,
233948,5.304943310657596,0x54,YM2151,0xE5,0x08,
233955,5.305102040816327,0x54,YM2151,0xF5,0x75,
233962,5.305260770975057,0x54,YM2151,0xED,0xD6,
233970,5.3054421768707485,0x54,YM2151,0xFD,0xD7,
233974,5.305532879818594,0x54,YM2151,0x08,0x7D,
234594,5.319591836734694,0x54,YM2151,0x08,0x05,
235299,5.335578231292517,0x54,YM2151,0x08,0x04,
237614,5.388072562358277,0x54,YM2151,0xE4,0x1F,
237616,5.3881179138321995,0x54,YM2151,0xEC,0x2F,
237617,5.388140589569161,0x54,YM2151,0xF4,0x1F,
237619,5.3881859410430835,0x54,YM2151,0xFC,0x0F,
237656,5.389024943310657,0x54,YM2151,0xE5,0x0F,
237658,5.38907029478458,0x54,YM2151,0xED,0x7F,
237659,5.389092970521542,0x54,YM2151,0xF5,0xDF,
237661,5.389138321995465,0x54,YM2151,0xFD,0xDF,
238185,5.401020408163265,0x54,YM2151,0x2C,0x21,
238215,5.401700680272109,0x54,YM2151,0xE4,0x18,
238222,5.401859410430839,0x54,YM2151,0xF4,0x27,
238229,5.402018140589569,0x54,YM2151,0xEC,0x17,
238237,5.402199546485261,0x54,YM2151,0xFC,0x06,
238241,5.402290249433107,0x54,YM2151,0x08,0x7C,
238252,5.4025396825396825,0x54,YM2151,0x2D,0x11,
238282,5.4032199546485264,0x54,YM2151,0xE5,0x08,
238289,5.403378684807256,0x54,YM2151,0xF5,0x75,
238296,5.403537414965986,0x54,YM2151,0xED,0xD6,
238304,5.403718820861678,0x54,YM2151,0xFD,0xD7,
238308,5.403809523809524,0x54,YM2151,0x08,0x7D,
238928,5.417868480725623,0x54,YM2151,0x08,0x05,
239637,5.433945578231293,0x54,YM2151,0x08,0x04,
241949,5.486371882086168,0x54,YM2151,0xE4,0x1F,
241951,5.486417233560091,0x54,YM2151,0xEC,0x2F,
241952,5.486439909297052,0x54,YM2151,0xF4,0x1F,
241954,5.486485260770975,0x54,YM2151,0xFC,0x0F,
241991,5.487324263038548,0x54,YM2151,0xE5,0x0F,
241993,5.487369614512471,0x54,YM2151,0xED,0x7F,
241994,5.487392290249433,0x54,YM2151,0xF5,0xDF,
241996,5.487437641723356,0x54,YM2151,0xFD,0xDF,
242520,5.499319727891156,0x54,YM2151,0x2C,0x1E,
242550,5.5,0x54,YM2151,0xE4,0x18,
242557,5.50015873015873,0x54,YM2151,0xF4,0x27,
242564,5.5003174603174605,0x54,YM2151,0xEC,0x17,
242572,5.500498866213152,0x54,YM2151,0xFC,0x06,
242576,5.500589569160998,0x54,YM2151,0x08,0x7C,
242587,5.500839002267574,0x54,YM2151,0x2D,0x0E,
242617,5.501519274376418,0x54,YM2151,0xE5,0x08,
242624,5.501678004535147,0x54,YM2151,0xF5,0x75,
242631,5.501836734693877,0x54,YM2151,0xED,0xD6,
242639,5.502018140589569,0x54,YM2151,0xFD,0xD7,
242643,5.502108843537415,0x54,YM2151,0x08,0x7D,
243263,5.516167800453514,0x54,YM2151,0x08,0x05,
243972,5.532244897959184,0x54,YM2151,0x08,0x04,
246289,5.584784580498866,0x54,YM2151,0xE4,0x1F,
246290,5.584807256235828,0x54,YM2151,0xEC,0x2F,
246292,5.584852607709751,0x54,YM2151,0xF4,0x1F,
246293,5.584875283446712,0x54,YM2151,0xFC,0x0F,
246335,5.585827664399093,0x54,YM2151,0xE5,0x0F,
246337,5.585873015873016,0x54,YM2151,0xED,0x7F,
246338,5.585895691609977,0x54,YM2151,0xF5,0xDF,
246340,5.5859410430839,0x54,YM2151,0xFD,0xDF,
246856,5.597641723356009,0x54,YM2151,0x2C,0x21,
246875,5.5980725623582765,0x54,YM2151,0x7C,0x0B,
246886,5.598321995464852,0x54,YM2151,0xE4,0x18,
246893,5.598480725623583,0x54,YM2151,0xF4,0x27,
246900,5.598639455782313,0x54,YM2151,0xEC,0x17,
246908,5.598820861678004,0x54,YM2151,0xFC,0x06,
246912,5.59891156462585,0x54,YM2151,0x08,0x7C,
246923,5.599160997732426,0x54,YM2151,0x2D,0x11,
246942,5.599591836734694,0x54,YM2151,0x7D,0x0F,
246953,5.59984126984127,0x54,YM2151,0xE5,0x08,
246960,5.6,0x54,YM2151,0xF5,0x75,
246967,5.60015873015873,0x54,YM2151,0xED,0xD6,
246975,5.600340136054422,0x54,YM2151,0xFD,0xD7,
246979,5.600430839002268,0x54,YM2151,0x08,0x7D,
247599,5.6144897959183675,0x54,YM2151,0x08,0x05,
248305,5.630498866213152,0x54,YM2151,0x08,0x04,
250624,5.683083900226757,0x54,YM2151,0xE4,0x1F,
250625,5.683106575963719,0x54,YM2151,0xEC,0x2F,
250627,5.683151927437642,0x54,YM2151,0xF4,0x1F,
250628,5.683174603174603,0x54,YM2151,0xFC,0x0F,
250670,5.684126984126984,0x54,YM2151,0xE5,0x0F,
250672,5.684172335600907,0x54,YM2151,0xED,0x7F,
250673,5.684195011337868,0x54,YM2151,0xF5,0xDF,
250675,5.684240362811791,0x54,YM2151,0xFD,0xDF,
251191,5.6959410430839,0x54,YM2151,0x2C,0x1E,
251210,5.696371882086168,0x54,YM2151,0x7C,0x0E,
251221,5.696621315192743,0x54,YM2151,0xE4,0x18,
251228,5.696780045351474,0x54,YM2151,0xF4,0x27,
251235,5.696938775510204,0x54,YM2151,0xEC,0x17,
251243,5.697120181405896,0x54,YM2151,0xFC,0x06,
251247,5.6972108843537415,0x54,YM2151,0x08,0x7C,
251258,5.697460317460317,0x54,YM2151,0x2D,0x0E,
251277,5.697891156462585,0x54,YM2151,0x7D,0x14,
251288,5.698140589569161,0x54,YM2151,0xE5,0x08,
251295,5.698299319727891,0x54,YM2151,0xF5,0x75,
251302,5.6984580498866215,0x54,YM2151,0xED,0xD6,
251310,5.698639455782313,0x54,YM2151,0xFD,0xD7,
251314,5.698730158730159,0x54,YM2151,0x08,0x7D,
251934,5.712789115646259,0x54,YM2151,0x08,0x05,
252641,5.728820861678004,0x54,YM2151,0x08,0x04,
254954,5.781269841269841,0x54,YM2151,0xE4,0x1F,
254956,5.781315192743764,0x54,YM2151,0xEC,0x2F,
254957,5.781337868480725,0x54,YM2151,0xF4,0x1F,
254959,5.781383219954648,0x54,YM2151,0xFC,0x0F,
254996,5.782222222222222,0x54,YM2151,0xE5,0x0F,
254998,5.782267573696145,0x54,YM2151,0xED,0x7F,
254999,5.782290249433107,0x54,YM2151,0xF5,0xDF,
255001,5.78233560090703,0x54,YM2151,0xFD,0xDF,
255525,5.79421768707483,0x54,YM2151,0x2C,0x21,
255555,5.794897959183674,0x54,YM2151,0xE4,0x18,
255562,5.795056689342403,0x54,YM2151,0xF4,0x27,
255569,5.795215419501134,0x54,YM2151,0xEC,0x17,
255577,5.795396825396826,0x54,YM2151,0xFC,0x06,
255581,5.795487528344672,0x54,YM2151,0x08,0x7C,
255592,5.795736961451247,0x54,YM2151,0x2D,0x11,
255622,5.79641723356009,0x54,YM2151,0xE5,0x08,
255629,5.796575963718821,0x54,YM2151,0xF5,0x75,
255636,5.796734693877551,0x54,YM2151,0xED,0xD6,
255644,5.7969160997732425,0x54,YM2151,0xFD,0xD7,
255648,5.797006802721088,0x54,YM2151,0x08,0x7D,
256268,5.811065759637188,0x54,YM2151,0x08,0x05,
256976,5.8271201814058955,0x54,YM2151,0x08,0x04,
259289,5.8795691609977325,0x54,YM2151,0xE4,0x1F,
259291,5.8796145124716555,0x54,YM2151,0xEC,0x2F,
259292,5.8796371882086165,0x54,YM2151,0xF4,0x1F,
259294,5.879682539682539,0x54,YM2151,0xFC,0x0F,
259331,5.880521541950113,0x54,YM2151,0xE5,0x0F,
259333,5.880566893424036,0x54,YM2151,0xED,0x7F,
259334,5.880589569160998,0x54,YM2151,0xF5,0xDF,
259336,5.880634920634921,0x54,YM2151,0xFD,0xDF,
259860,5.892517006802721,0x54,YM2151,0x2C,0x1E,
259890,5.893197278911565,0x54,YM2151,0xE4,0x18,
259897,5.8933560090702946,0x54,YM2151,0xF4,0x27,
259904,5.893514739229025,0x54,YM2151,0xEC,0x17,
259912,5.893696145124717,0x54,YM2151,0xFC,0x06,
259916,5.893786848072562,0x54,YM2151,0x08,0x7C,
259927,5.8940362811791385,0x54,YM2151,0x2D,0x0E,
259957,5.8947165532879815,0x54,YM2151,0xE5,0x08,
259964,5.894875283446712,0x54,YM2151,0xF5,0x75,
259971,5.895034013605442,0x54,YM2151,0xED,0xD6,
259979,5.895215419501134,0x54,YM2151,0xFD,0xD7,
259983,5.89530612244898,0x54,YM2151,0x08,0x7D,
260603,5.909365079365079,0x54,YM2151,0x08,0x05,
261314,5.9254875283446715,0x54,YM2151,0x08,0x04,
263628,5.97795918367347,0x54,YM2151,0xE4,0x1F,
263630,5.9780045351473925,0x54,YM2151,0xEC,0x2F,
263631,5.9780272108843535,0x54,YM2151,0xF4,0x1F,
263633,5.978072562358276,0x54,YM2151,0xFC,0x0F,
263675,5.979024943310658,0x54,YM2151,0xE5,0x0F,
263676,5.979047619047619,0x54,YM2151,0xED,0x7F,
263678,5.979092970521542,0x54,YM2151,0xF5,0xDF,
263679,5.979115646258504,0x54,YM2151,0xFD,0xDF,
264196,5.990839002267574,0x54,YM2151,0x2C,0x21,
264215,5.991269841269841,0x54,YM2151,0x7C,0x0A,
264226,5.991519274376417,0x54,YM2151,0xE4,0x18,
264233,5.991678004535148,0x54,YM2151,0xF4,0x27,
264240,5.9918367346938775,0x54,YM2151,0xEC,0x17,
264248,5.992018140589569,0x54,YM2151,0xFC,0x06,
264252,5.992108843537415,0x54,YM2151,0x08,0x7C,
264263,5.992358276643991,0x54,YM2151,0x2D,0x11,
264282,5.992789115646259,0x54,YM2151,0x7D,0x0C,
264293,5.993038548752835,0x54,YM2151,0xE5,0x08,
264300,5.993197278911564,0x54,YM2151,0xF5,0x75,
264307,5.993356009070295,0x54,YM2151,0xED,0xD6,
264315,5.993537414965987,0x54,YM2151,0xFD,0xD7,
264319,5.993628117913832,0x54,YM2151,0x08,0x7D,
264938,6.00766439909297,0x54,YM2151,0x08,0x05,
265646,6.023718820861678,0x54,YM2151,0x08,0x04,
267959,6.076167800453515,0x54,YM2151,0xE4,0x1F,
267961,6.076213151927438,0x54,YM2151,0xEC,0x2F,
267962,6.076235827664399,0x54,YM2151,0xF4,0x1F,
267964,6.076281179138322,0x54,YM2151,0xFC,0x0F,
268001,6.0771201814058955,0x54,YM2151,0xE5,0x0F,
268003,6.077165532879818,0x54,YM2151,0xED,0x7F,
268004,6.07718820861678,0x54,YM2151,0xF5,0xDF,
268006,6.077233560090703,0x54,YM2151,0xFD,0xDF,
268531,6.089138321995465,0x54,YM2151,0x2C,0x1E,
268561,6.089818594104308,0x54,YM2151,0xE4,0x18,
268568,6.089977324263039,0x54,YM2151,0xF4,0x27,
268575,6.090136054421769,0x54,YM2151,0xEC,0x17,
268583,6.09031746031746,0x54,YM2151,0xFC,0x06,
268587,6.090408163265306,0x54,YM2151,0x08,0x7C,
268598,6.090657596371882,0x54,YM2151,0x2D,0x0E,
268628,6.091337868480726,0x54,YM2151,0xE5,0x08,
268635,6.091496598639456,0x54,YM2151,0xF5,0x75,
268642,6.091655328798186,0x54,YM2151,0xED,0xD6,
268650,6.091836734693878,0x54,YM2151,0xFD,0xD7,
268654,6.091927437641723,0x54,YM2151,0x08,0x7D,
269276,6.106031746031746,0x54,YM2151,0x08,0x05,
269983,6.122063492063492,0x54,YM2151,0x08,0x04,
272296,6.174512471655329,0x54,YM2151,0xE4,0x1F,
272297,6.17453514739229,0x54,YM2151,0xEC,0x2F,
272299,6.174580498866213,0x54,YM2151,0xF4,0x1F,
272300,6.174603174603175,0x54,YM2151,0xFC,0x0F,
272337,6.175442176870749,0x54,YM2151,0xE5,0x0F,
272339,6.1754875283446715,0x54,YM2151,0xED,0x7F,
272340,6.1755102040816325,0x54,YM2151,0xF5,0xDF,
272342,6.1755555555555555,0x54,YM2151,0xFD,0xDF,
272866,6.187437641723356,0x54,YM2151,0x2C,0x1C,
272896,6.188117913832199,0x54,YM2151,0xE4,0x18,
272903,6.18827664399093,0x54,YM2151,0xF4,0x27,
272910,6.18843537414966,0x54,YM2151,0xEC,0x17,
272918,6.1886167800453515,0x54,YM2151,0xFC,0x06,
272922,6.188707482993197,0x54,YM2151,0x08,0x7C,
272933,6.188956916099773,0x54,YM2151,0x2D,0x0C,
272963,6.189637188208617,0x54,YM2151,0xE5,0x08,
272970,6.189795918367347,0x54,YM2151,0xF5,0x75,
272977,6.1899546485260775,0x54,YM2151,0xED,0xD6,
272985,6.190136054421768,0x54,YM2151,0xFD,0xD7,
272989,6.190226757369614,0x54,YM2151,0x08,0x7D,
273611,6.2043310657596376,0x54,YM2151,0x08,0x05,
274318,6.220362811791383,0x54,YM2151,0x08,0x04,
276630,6.272789115646258,0x54,YM2151,0xE4,0x1F,
276632,6.272834467120181,0x54,YM2151,0xEC,0x2F,
276633,6.272857142857143,0x54,YM2151,0xF4,0x1F,
276635,6.272902494331066,0x54,YM2151,0xFC,0x0F,
276672,6.27374149659864,0x54,YM2151,0xE5,0x0F,
276674,6.273786848072563,0x54,YM2151,0xED,0x7F,
276675,6.273809523809524,0x54,YM2151,0xF5,0xDF,
276677,6.273854875283447,0x54,YM2151,0xFD,0xDF,
277201,6.2857369614512475,0x54,YM2151,0x2C,0x1E,
277231,6.2864172335600905,0x54,YM2151,0xE4,0x18,
277238,6.286575963718821,0x54,YM2151,0xF4,0x27,
277245,6.286734693877551,0x54,YM2151,0xEC,0x17,
277253,6.286916099773243,0x54,YM2151,0xFC,0x06,
277257,6.287006802721089,0x54,YM2151,0x08,0x7C,
277268,6.287256235827664,0x54,YM2151,0x2D,0x0E,
277298,6.287936507936508,0x54,YM2151,0xE5,0x08,
277305,6.288095238095238,0x54,YM2151,0xF5,0x75,
277312,6.288253968253969,0x54,YM2151,0xED,0xD6,
277320,6.2884353741496595,0x54,YM2151,0xFD,0xD7,
277324,6.288526077097505,0x54,YM2151,0x08,0x7D,
277946,6.302630385487529,0x54,YM2151,0x08,0x05,
278653,6.318662131519274,0x54,YM2151,0x08,0x04,
281032,6.372607709750567,0x54,YM2151,0xE4,0x1F,
281033,6.372630385487528,0x54,YM2151,0xEC,0x2F,
281035,6.372675736961451,0x54,YM2151,0xF4,0x1F,
281036,6.372698412698413,0x54,YM2151,0xFC,0x0F,
281078,6.373650793650794,0x54,YM2151,0xE5,0x0F,
281080,6.3736961451247165,0x54,YM2151,0xED,0x7F,
281081,6.373718820861678,0x54,YM2151,0xF5,0xDF,
281083,6.373764172335601,0x54,YM2151,0xFD,0xDF,
281542,6.3841723356009075,0x54,YM2151,0x2C,0x21,
281560,6.384580498866213,0x54,YM2151,0x7C,0x09,
281571,6.3848299319727895,0x54,YM2151,0xE4,0x18,
281578,6.384988662131519,0x54,YM2151,0xF4,0x27,
281585,6.385147392290249,0x54,YM2151,0xEC,0x17,
281593,6.385328798185941,0x54,YM2151,0xFC,0x06,
281597,6.385419501133787,0x54,YM2151,0x08,0x7C,
281608,6.385668934240363,0x54,YM2151,0x2D,0x11,
281627,6.386099773242631,0x54,YM2151,0x7D,0x0A,
281638,6.386349206349206,0x54,YM2151,0xE5,0x08,
281645,6.386507936507937,0x54,YM2151,0xF5,0x75,
281652,6.386666666666667,0x54,YM2151,0xED,0xD6,
281660,6.386848072562358,0x54,YM2151,0xFD,0xD7,
281664,6.386938775510204,0x54,YM2151,0x08,0x7D,
282279,6.400884353741497,0x54,YM2151,0x08,0x05,
282988,6.4169614512471655,0x54,YM2151,0x08,0x04,
285307,6.469546485260771,0x54,YM2151,0xE4,0x1F,
285308,6.469569160997732,0x54,YM2151,0xEC,0x2F,
285310,6.469614512471655,0x54,YM2151,0xF4,0x1F,
285311,6.469637188208617,0x54,YM2151,0xFC,0x0F,
285353,6.470589569160998,0x54,YM2151,0xE5,0x0F,
285355,6.470634920634921,0x54,YM2151,0xED,0x7F,
285356,6.470657596371882,0x54,YM2151,0xF5,0xDF,
285358,6.470702947845805,0x54,YM2151,0xFD,0xDF,
285872,6.482358276643991,0x54,YM2151,0x2C,0x1E,
285891,6.482789115646258,0x54,YM2151,0x7C,0x0D,
285902,6.483038548752835,0x54,YM2151,0xE4,0x18,
285909,6.483197278911565,0x54,YM2151,0xF4,0x27,
285916,6.483356009070294,0x54,YM2151,0xEC,0x17,
285924,6.483537414965986,0x54,YM2151,0xFC,0x06,
285928,6.483628117913832,0x54,YM2151,0x08,0x7C,
285939,6.4838775510204085,0x54,YM2151,0x2D,0x0E,
285958,6.484308390022676,0x54,YM2151,0x7D,0x0F,
285969,6.4845578231292516,0x54,YM2151,0xE5,0x08,
285976,6.484716553287982,0x54,YM2151,0xF5,0x75,
285983,6.484875283446712,0x54,YM2151,0xED,0xD6,
285991,6.485056689342404,0x54,YM2151,0xFD,0xD7,
285995,6.48514739229025,0x54,YM2151,0x08,0x7D,
286614,6.499183673469388,0x54,YM2151,0x08,0x05,
287323,6.515260770975057,0x54,YM2151,0x08,0x04,
289637,6.567732426303855,0x54,YM2151,0xE4,0x1F,
289639,6.567777777777778,0x54,YM2151,0xEC,0x2F,
289640,6.56780045351474,0x54,YM2151,0xF4,0x1F,
289642,6.5678458049886626,0x54,YM2151,0xFC,0x0F,
289679,6.568684807256236,0x54,YM2151,0xE5,0x0F,
289681,6.568730158730158,0x54,YM2151,0xED,0x7F,
289682,6.56875283446712,0x54,YM2151,0xF5,0xDF,
289684,6.568798185941043,0x54,YM2151,0xFD,0xDF,
290208,6.580680272108843,0x54,YM2151,0x2C,0x21,
290238,6.581360544217687,0x54,YM2151,0xE4,0x18,
290245,6.581519274376417,0x54,YM2151,0xF4,0x27,
290252,6.5816780045351475,0x54,YM2151,0xEC,0x17,
290260,6.581859410430839,0x54,YM2151,0xFC,0x06,
290264,6.581950113378685,0x54,YM2151,0x08,0x7C,
290275,6.582199546485261,0x54,YM2151,0x2D,0x11,
290305,6.582879818594105,0x54,YM2151,0xE5,0x08,
290312,6.5830385487528345,0x54,YM2151,0xF5,0x75,
290319,6.583197278911564,0x54,YM2151,0xED,0xD6,
290327,6.583378684807256,0x54,YM2151,0xFD,0xD7,
290331,6.583469387755102,0x54,YM2151,0x08,0x7D,
290951,6.597528344671201,0x54,YM2151,0x08,0x05,
291657,6.613537414965986,0x54,YM2151,0x08,0x04,
293971,6.666009070294785,0x54,YM2151,0xE4,0x1F,
293973,6.666054421768708,0x54,YM2151,0xEC,0x2F,
293974,6.666077097505669,0x54,YM2151,0xF4,0x1F,
293976,6.666122448979592,0x54,YM2151,0xFC,0x0F,
294013,6.6669614512471655,0x54,YM2151,0xE5,0x0F,
294015,6.6670068027210885,0x54,YM2151,0xED,0x7F,
294016,6.6670294784580495,0x54,YM2151,0xF5,0xDF,
294018,6.667074829931972,0x54,YM2151,0xFD,0xDF,
294542,6.678956916099773,0x54,YM2151,0x2C,0x1E,
294572,6.679637188208617,0x54,YM2151,0xE4,0x18,
294579,6.679795918367347,0x54,YM2151,0xF4,0x27,
294586,6.679954648526077,0x54,YM2151,0xEC,0x17,
294594,6.6801360544217685,0x54,YM2151,0xFC,0x06,
294598,6.680226757369614,0x54,YM2151,0x08,0x7C,
294609,6.680476190476191,0x54,YM2151,0x2D,0x0E,
294639,6.681156462585034,0x54,YM2151,0xE5,0x08,
294646,6.681315192743764,0x54,YM2151,0xF5,0x75,
294653,6.681473922902494,0x54,YM2151,0xED,0xD6,
294661,6.681655328798186,0x54,YM2151,0xFD,0xD7,
294665,6.681746031746032,0x54,YM2151,0x08,0x7D,
295285,6.695804988662132,0x54,YM2151,0x08,0x05,
295994,6.7118820861678,0x54,YM2151,0x08,0x04,
298312,6.764444444444444,0x54,YM2151,0xE4,0x1F,
298313,6.764467120181406,0x54,YM2151,0xEC,0x2F,
298315,6.764512471655329,0x54,YM2151,0xF4,0x1F,
298316,6.76453514739229,0x54,YM2151,0xFC,0x0F,
298358,6.765487528344671,0x54,YM2151,0xE5,0x0F,
298360,6.765532879818594,0x54,YM2151,0xED,0x7F,
298361,6.765555555555555,0x54,YM2151,0xF5,0xDF,
298363,6.765600907029478,0x54,YM2151,0xFD,0xDF,
298879,6.777301587301587,0x54,YM2151,0x2C,0x21,
298898,6.777732426303855,0x54,YM2151,0x7C,0x09,
298909,6.77798185941043,0x54,YM2151,0xE4,0x18,
298916,6.778140589569161,0x54,YM2151,0xF4,0x27,
298923,6.778299319727891,0x54,YM2151,0xEC,0x17,
298931,6.778480725623583,0x54,YM2151,0xFC,0x06,
298935,6.7785714285714285,0x54,YM2151,0x08,0x7C,
298946,6.778820861678004,0x54,YM2151,0x2D,0x11,
298965,6.779251700680272,0x54,YM2151,0x7D,0x09,
298976,6.779501133786848,0x54,YM2151,0xE5,0x08,
298983,6.779659863945578,0x54,YM2151,0xF5,0x75,
298990,6.7798185941043085,0x54,YM2151,0xED,0xD6,
298998,6.78,0x54,YM2151,0xFD,0xD7,
299002,6.780090702947846,0x54,YM2151,0x08,0x7D,
299622,6.794149659863946,0x54,YM2151,0x08,0x05,
300327,6.810136054421768,0x54,YM2151,0x08,0x04,
302647,6.862743764172335,0x54,YM2151,0xE4,0x1F,
302648,6.862766439909297,0x54,YM2151,0xEC,0x2F,
302650,6.86281179138322,0x54,YM2151,0xF4,0x1F,
302651,6.862834467120181,0x54,YM2151,0xFC,0x0F,
302693,6.863786848072563,0x54,YM2151,0xE5,0x0F,
302695,6.8638321995464855,0x54,YM2151,0xED,0x7F,
302696,6.8638548752834465,0x54,YM2151,0xF5,0xDF,
302698,6.863900226757369,0x54,YM2151,0xFD,0xDF,
303214,6.875600907029479,0x54,YM2151,0x2C,0x1E,
303233,6.876031746031746,0x54,YM2151,0x7C,0x0D,
303244,6.876281179138322,0x54,YM2151,0xE4,0x18,
303251,6.876439909297052,0x54,YM2151,0xF4,0x27,
303258,6.876598639455782,0x54,YM2151,0xEC,0x17,
303266,6.876780045351474,0x54,YM2151,0xFC,0x06,
303270,6.87687074829932,0x54,YM2151,0x08,0x7C,
303281,6.877120181405895,0x54,YM2151,0x2D,0x0E,
303300,6.877551020408164,0x54,YM2151,0x7D,0x0E,
303311,6.877800453514739,0x54,YM2151,0xE5,0x08,
303318,6.877959183673469,0x54,YM2151,0xF5,0x75,
303325,6.8781179138322,0x54,YM2151,0xED,0xD6,
303333,6.878299319727891,0x54,YM2151,0xFD,0xD7,
303337,6.878390022675737,0x54,YM2151,0x08,0x7D,
303957,6.892448979591837,0x54,YM2151,0x08,0x05,
304662,6.90843537414966,0x54,YM2151,0x08,0x04,
306977,6.9609297052154195,0x54,YM2151,0xE4,0x1F,
306979,6.9609750566893425,0x54,YM2151,0xEC,0x2F,
306980,6.9609977324263035,0x54,YM2151,0xF4,0x1F,
306982,6.961043083900226,0x54,YM2151,0xFC,0x0F,
307019,6.9618820861678,0x54,YM2151,0xE5,0x0F,
307021,6.961927437641723,0x54,YM2151,0xED,0x7F,
307022,6.961950113378685,0x54,YM2151,0xF5,0xDF,
307024,6.961995464852608,0x54,YM2151,0xFD,0xDF,
307548,6.973877551020408,0x54,YM2151,0x2C,0x21,
307578,6.974557823129252,0x54,YM2151,0xE4,0x18,
307585,6.974716553287982,0x54,YM2151,0xF4,0x27,
307592,6.974875283446712,0x54,YM2151,0xEC,0x17,
307600,6.975056689342404,0x54,YM2151,0xFC,0x06,
307604,6.97514739229025,0x54,YM2151,0x08,0x7C,
307615,6.9753968253968255,0x54,YM2151,0x2D,0x11,
307645,6.9760770975056685,0x54,YM2151,0xE5,0x08,
307652,6.976235827664399,0x54,YM2151,0xF5,0x75,
307659,6.976394557823129,0x54,YM2151,0xED,0xD6,
307667,6.976575963718821,0x54,YM2151,0xFD,0xD7,
307671,6.976666666666667,0x54,YM2151,0x08,0x7D,
308291,6.990725623582766,0x54,YM2151,0x08,0x05,
309000,7.006802721088436,0x54,YM2151,0x08,0x04,
311312,7.059229024943311,0x54,YM2151,0xE4,0x1F,
311314,7.059274376417234,0x54,YM2151,0xEC,0x2F,
311315,7.059297052154195,0x54,YM2151,0xF4,0x1F,
311317,7.059342403628118,0x54,YM2151,0xFC,0x0F,
311354,7.060181405895691,0x54,YM2151,0xE5,0x0F,
311356,7.060226757369614,0x54,YM2151,0xED,0x7F,
311357,7.060249433106576,0x54,YM2151,0xF5,0xDF,
311359,7.060294784580499,0x54,YM2151,0xFD,0xDF,
311883,7.072176870748299,0x54,YM2151,0x2C,0x1E,
311913,7.072857142857143,0x54,YM2151,0xE4,0x18,
311920,7.073015873015873,0x54,YM2151,0xF4,0x27,
311927,7.0731746031746034,0x54,YM2151,0xEC,0x17,
311935,7.073356009070295,0x54,YM2151,0xFC,0x06,
311939,7.073446712018141,0x54,YM2151,0x08,0x7C,
311950,7.073696145124717,0x54,YM2151,0x2D,0x0E,
311980,7.07437641723356,0x54,YM2151,0xE5,0x08,
311987,7.07453514739229,0x54,YM2151,0xF5,0x75,
311994,7.07469387755102,0x54,YM2151,0xED,0xD6,
312002,7.074875283446712,0x54,YM2151,0xFD,0xD7,
312006,7.074965986394558,0x54,YM2151,0x08,0x7D,
312626,7.089024943310657,0x54,YM2151,0x08,0x05,
313335,7.105102040816327,0x54,YM2151,0x08,0x04,
315654,7.157687074829932,0x54,YM2151,0xE4,0x1F,
315655,7.157709750566894,0x54,YM2151,0xEC,0x2F,
315657,7.1577551020408166,0x54,YM2151,0xF4,0x1F,
315658,7.157777777777778,0x54,YM2151,0xFC,0x0F,
315700,7.158730158730159,0x54,YM2151,0xE5,0x0F,
315702,7.158775510204082,0x54,YM2151,0xED,0x7F,
315703,7.158798185941043,0x54,YM2151,0xF5,0xDF,
315705,7.158843537414966,0x54,YM2151,0xFD,0xDF,
316218,7.17047619047619,0x54,YM2151,0x2C,0x21,
316237,7.1709070294784585,0x54,YM2151,0x7C,0x09,
316248,7.171156462585034,0x54,YM2151,0xE4,0x18,
316255,7.171315192743764,0x54,YM2151,0xF4,0x27,
