arcade_code,physical_hash,rom_offset,palette_banks
0x0295,9af978460274,pc080sn+0x52A0,0x01A
0x0296,f99b05665e3f,pc080sn+0x52C0,0x01A
0x0297,e279bc65a6f4,pc080sn+0x52E0,0x01A
0x0298,c1d03341348d,pc080sn+0x5300,0x01A
0x0299,98aabfd50213,pc080sn+0x5320,0x01A
0x029A,5b42c0e1d666,pc080sn+0x5340,0x01A
0x029B,74d1d50defbc,pc080sn+0x5360,0x01A
0x029C,7d4631666814,pc080sn+0x5380,0x01A
0x029D,0ffe4a61f304,pc080sn+0x53A0,0x01A
0x029E,5c667a7754b5,pc080sn+0x53C0,0x01A
0x029F,4d5c4253d45f,pc080sn+0x53E0,0x01A
0x02A0,0f7105e75a39,pc080sn+0x5400,0x01A
0x02A1,5f67ecbb00c2,pc080sn+0x5420,0x01A
0x02A2,92b110ba54ba,pc080sn+0x5440,0x01A
0x02A3,f3abd2672d7d,pc080sn+0x5460,0x01A;0x01B
0x02A4,2501b416c6c9,pc080sn+0x5480,0x01A
0x02A5,8562f67f9bfa,pc080sn+0x54A0,0x01A
0x02A6,ac30a883495e,pc080sn+0x54C0,0x01A
0x02A7,b9b025babbf1,pc080sn+0x54E0,0x01A
0x02A8,c7cde3ac3233,pc080sn+0x5500,0x01A
0x02A9,c29b091f4e5b,pc080sn+0x5520,0x01A
0x02AA,f783783ccab3,pc080sn+0x5540,0x01A
0x02AB,83e3ac4f5515,pc080sn+0x5560,0x01A
0x02AC,f0f6d467fec1,pc080sn+0x5580,0x01A
0x02AD,086d56564933,pc080sn+0x55A0,0x01A
0x02AE,a133e922b27d,pc080sn+0x55C0,0x01A
0x02AF,7003260ea905,pc080sn+0x55E0,0x01A
0x02B0,fd39ace714f5,pc080sn+0x5600,0x01A
0x02B1,fc3222bdcc08,pc080sn+0x5620,0x01A
0x02B2,ff333385a4bb,pc080sn+0x5640,0x01A
0x02B3,287a7b1a2ee0,pc080sn+0x5660,0x01A
0x02B4,7923f7cc74b3,pc080sn+0x5680,0x01A
0x02B5,ed9480d0cebe,pc080sn+0x56A0,0x01A
0x02B6,3b42d119a3eb,pc080sn+0x56C0,0x01A
0x02B7,e70ce04aa864,pc080sn+0x56E0,0x01A
0x02B8,a44241c4ddf9,pc080sn+0x5700,0x01A
0x02B9,cb3b71be071c,pc080sn+0x5720,0x01B;0x01D
0x02BA,33e618fc8540,pc080sn+0x5740,0x01B;0x01D
0x02BB,963d96dcef2a,pc080sn+0x5760,0x01B;0x01D
0x02BC,43b46f34c1cb,pc080sn+0x5780,0x01B;0x01D
0x02BD,82630107bfe7,pc080sn+0x57A0,0x01B;0x01D
0x02BE,43c30e16dd9a,pc080sn+0x57C0,0x01B;0x01D
0x02BF,23e2b81c12af,pc080sn+0x57E0,0x01B;0x01D
0x02C0,df85c5861071,pc080sn+0x5800,0x01B;0x01D
0x02C1,19d6d4def8de,pc080sn+0x5820,0x01B;0x01D
0x02C2,459e1e6f6d8a,pc080sn+0x5840,0x01B;0x01D
0x02C3,c329d86620f2,pc080sn+0x5860,0x01B;0x01D
0x02C4,4799171753a4,pc080sn+0x5880,0x01B;0x01D
0x02C5,d6dfba106207,pc080sn+0x58A0,0x01B;0x01D
0x02C6,420f6543d0e0,pc080sn+0x58C0,0x01B;0x01D
0x02C7,4c15767908e4,pc080sn+0x58E0,0x01B;0x01D
0x02C8,05fc9ba01e33,pc080sn+0x5900,0x01B;0x01D
0x02C9,5779c9908e3f,pc080sn+0x5920,0x01B;0x01D
0x02CA,96835a8631d4,pc080sn+0x5940,0x01B;0x01D
0x02CB,d653ff98765b,pc080sn+0x5960,0x01B;0x01D
0x02CC,393fa9e6edc1,pc080sn+0x5980,0x01B;0x01D
0x02CD,3f5551523edb,pc080sn+0x59A0,0x01B;0x01D
0x02CE,3aa44defea72,pc080sn+0x59C0,0x01B;0x01D
0x02CF,51320c273adb,pc080sn+0x59E0,0x01B;0x01D
0x02D0,3986a5ad5ff4,pc080sn+0x5A00,0x01B;0x01D
0x02D1,5268357ed6ef,pc080sn+0x5A20,0x01B;0x01D
0x02D2,1daea2825487,pc080sn+0x5A40,0x01B;0x01D
0x02D3,b007df52d00f,pc080sn+0x5A60,0x01B;0x01D
0x02D4,a3415811c3b4,pc080sn+0x5A80,0x01B;0x01D
0x02D5,87ce037564ce,pc080sn+0x5AA0,0x01B;0x01D
0x02D6,435d96d27cca,pc080sn+0x5AC0,0x01B;0x01D
0x02D7,8cac16fcf0ba,pc080sn+0x5AE0,0x01B;0x01D
0x02D8,36c424defea6,pc080sn+0x5B00,0x01B;0x01D
0x02D9,c5dd3da3c1a7,pc080sn+0x5B20,0x01B
0x02DA,e1e6a0322985,pc080sn+0x5B40,0x01B
0x02DB,79a361de8679,pc080sn+0x5B60,0x01B
0x02DC,4c92c6b5c3d5,pc080sn+0x5B80,0x01B
0x02DD,f5b82284520f,pc080sn+0x5BA0,0x01B
0x02DE,fbd75baacce3,pc080sn+0x5BC0,0x01B
0x02DF,1dc56e647cdb,pc080sn+0x5BE0,0x01B
0x02E0,03e4c8edc437,pc080sn+0x5C00,0x01B
0x02E1,e13d3e15e86b,pc080sn+0x5C20,0x01B
0x02E2,4bb0dc632c0e,pc080sn+0x5C40,0x01B
0x02E3,754b2d5773c8,pc080sn+0x5C60,0x01B
0x02E4,ed890be1c598,pc080sn+0x5C80,0x01B
0x02E5,331a04670b26,pc080sn+0x5CA0,0x01B
0x02E6,339976ba22ee,pc080sn+0x5CC0,0x01B
0x02E7,4ba48f87c79d,pc080sn+0x5CE0,0x01B
0x02E8,74359124f1a4,pc080sn+0x5D00,0x01B
0x02E9,9c056d556a30,pc080sn+0x5D20,0x01B
0x02EA,127088430f4b,pc080sn+0x5D40,0x01B
0x02EB,fa1234de821f,pc080sn+0x5D60,0x01B
0x02EC,70012fcc9e72,pc080sn+0x5D80,0x01B
0x02ED,a6c665cfae21,pc080sn+0x5DA0,0x01B
0x02EE,bab3ccf92b4a,pc080sn+0x5DC0,0x01B
0x02EF,fd892b9090d5,pc080sn+0x5DE0,0x01B
0x02F0,6bf78ddafa77,pc080sn+0x5E00,0x01B
0x02F1,231ed4b94024,pc080sn+0x5E20,0x01B
0x02F2,ecefe64f398c,pc080sn+0x5E40,0x01B
0x02F3,94bf98531e06,pc080sn+0x5E60,0x01B
0x02F4,92642821401f,pc080sn+0x5E80,0x01B
0x02F5,4387e1fb33e8,pc080sn+0x5EA0,0x01B
0x02F6,b73d582f2fe2,pc080sn+0x5EC0,0x01B
0x02F7,837697eb3226,pc080sn+0x5EE0,0x01B
0x02F8,a4c0f96b0277,pc080sn+0x5F00,0x01B;0x01C
0x02F9,151a2bdee7fd,pc080sn+0x5F20,0x01B;0x01C
0x02FA,e468e5efa709,pc080sn+0x5F40,0x01B;0x01C
0x02FB,baf490c65814,pc080sn+0x5F60,0x01B;0x01C
0x02FC,ccf7fca01cf7,pc080sn+0x5F80,0x01B;0x01C
0x02FD,1f47b4d2a19f,pc080sn+0x5FA0,0x01B;0x01C
0x02FE,f8f1ddd14211,pc080sn+0x5FC0,0x01B;0x01C
0x02FF,af8624dd8a27,pc080sn+0x5FE0,0x01B;0x01C
0x0300,19bf4b800153,pc080sn+0x6000,0x01B;0x01C;0x01D
0x0301,6ac4a380c3b3,pc080sn+0x6020,0x01B;0x01C;0x01D
0x0302,787c100f562c,pc080sn+0x6040,0x01B;0x01C;0x01D
0x0303,8f1ffe677cd4,pc080sn+0x6060,0x01B;0x01C;0x01D
0x0304,bc2b20f83b8c,pc080sn+0x6080,0x01B;0x01C;0x01D
0x0305,1515b1f446c7,pc080sn+0x60A0,0x01B;0x01C;0x01D
0x0306,d20869635b96,pc080sn+0x60C0,0x01B;0x01C;0x01D
0x0307,a4571795ef21,pc080sn+0x60E0,0x01B;0x01C;0x01D
0x0308,a7a4f033bbe5,pc080sn+0x6100,0x01A;0x01C
0x0309,f742dcd02e14,pc080sn+0x6120,0x01A;0x01C
0x030A,bb55bf6a7249,pc080sn+0x6140,0x01A;0x01C
0x030B,0341604ff4a7,pc080sn+0x6160,0x01A;0x01C
0x030C,58c7c49f037f,pc080sn+0x6180,0x01A;0x01C
0x030D,47f82096ae94,pc080sn+0x61A0,0x01A;0x01C
0x030E,6f614404f557,pc080sn+0x61C0,0x01A;0x01C
0x030F,12e3757bfe64,pc080sn+0x61E0,0x01A;0x01C
0x0310,304ad096c8b8,pc080sn+0x6200,0x01A;0x01C
0x0311,dbfcde03b223,pc080sn+0x6220,0x01A;0x01C
0x0312,a5dbe8326abc,pc080sn+0x6240,0x01A;0x01C
0x0313,2ee7d94ef640,pc080sn+0x6260,0x01A;0x01C
0x0314,52e0b7068202,pc080sn+0x6280,0x01A;0x01C
0x0315,7d59b1a307be,pc080sn+0x62A0,0x01A;0x01C
0x0316,19f9cdbf730d,pc080sn+0x62C0,0x01A;0x01C
0x0317,a3fa0cd8d098,pc080sn+0x62E0,0x01A;0x01C
0x0318,2dc28ae661c2,pc080sn+0x6300,0x01A;0x01B;0x01C;0x01D
0x0319,54d660a0a96a,pc080sn+0x6320,0x01A;0x01B;0x01C;0x01D
0x031A,c95e4fc6d31c,pc080sn+0x6340,0x01A;0x01B;0x01C;0x01D
0x031B,01c560434279,pc080sn+0x6360,0x01A;0x01B;0x01C;0x01D
0x031C,0480e4997a48,pc080sn+0x6380,0x01A;0x01B;0x01C;0x01D
0x031D,863edd8503de,pc080sn+0x63A0,0x01A;0x01B;0x01C;0x01D
0x031E,b8cb6bd36ac9,pc080sn+0x63C0,0x01A;0x01B;0x01C;0x01D
0x031F,761905d73c43,pc080sn+0x63E0,0x01A;0x01B;0x01C;0x01D
0x0320,6f9b8eeaa671,pc080sn+0x6400,0x01A;0x01B;0x01C;0x01D
0x0321,2dac35f5b910,pc080sn+0x6420,0x01A;0x01B;0x01C;0x01D
0x0322,5b1220a1e2f8,pc080sn+0x6440,0x01A;0x01B;0x01C;0x01D
0x0323,47d9824ff2ce,pc080sn+0x6460,0x01A;0x01B;0x01C;0x01D
0x0324,12a07f562732,pc080sn+0x6480,0x01A;0x01B;0x01C;0x01D
0x0325,0dce42167425,pc080sn+0x64A0,0x01A;0x01B;0x01C;0x01D
0x0326,b380e84082aa,pc080sn+0x64C0,0x01A;0x01B;0x01C;0x01D
0x0327,47c3e404c749,pc080sn+0x64E0,0x01A;0x01B;0x01C;0x01D
0x0328,7ecfcd89100e,pc080sn+0x6500,0x01C
0x0329,ffc490e7b0b9,pc080sn+0x6520,0x01C
0x032A,784413e31790,pc080sn+0x6540,0x01C
0x032B,0c19c8791272,pc080sn+0x6560,0x01B;0x01C;0x01D
0x032C,d1edd10edfed,pc080sn+0x6580,0x01C
0x032D,16dd045fb870,pc080sn+0x65A0,0x01C
0x032E,f49294f53b47,pc080sn+0x65C0,0x01C
0x032F,ad921814fe9a,pc080sn+0x65E0,0x01C
0x0330,5fe895e5b676,pc080sn+0x6600,0x01C
0x0331,eb2158d2f6a5,pc080sn+0x6620,0x01C
0x0332,a130629c2162,pc080sn+0x6640,0x01C;0x01D
0x0333,9b674c6afa7a,pc080sn+0x6660,0x01B;0x01C;0x01D
0x0334,d0f2b75528fd,pc080sn+0x6680,0x01C
0x0335,93fce0822931,pc080sn+0x66A0,0x01C
0x0336,7f540748ae77,pc080sn+0x66C0,0x01C
0x0337,fe9df8f45729,pc080sn+0x66E0,0x01C
0x0338,750c57f1aa8a,pc080sn+0x6700,0x01A;0x01B;0x01C;0x01D
0x0339,87723668136c,pc080sn+0x6720,0x01A;0x01B;0x01C;0x01D
0x033A,20d52d934d2f,pc080sn+0x6740,0x01A;0x01B;0x01C;0x01D
0x033B,f3d9c03f40bc,pc080sn+0x6760,0x01B;0x01D
0x033C,ae653af2e92b,pc080sn+0x6780,0x01B;0x01D
0x033D,c07e6223871b,pc080sn+0x67A0,0x01B;0x01D
0x033E,c6f88f1d6679,pc080sn+0x67C0,0x01B;0x01D
0x033F,0e3c8092b2c9,pc080sn+0x67E0,0x01B;0x01D
0x0340,bb73e4b1c1dd,pc080sn+0x6800,0x01B;0x01D
0x0341,bfa6339cb6bf,pc080sn+0x6820,0x01B;0x01D
0x0342,7ab4d66ba972,pc080sn+0x6840,0x01B;0x01D
0x0343,fd0808db3b5e,pc080sn+0x6860,0x01B;0x01D
0x0344,09361a4a40a0,pc080sn+0x6880,0x01B;0x01D
0x0345,82cdc1fa8b0d,pc080sn+0x68A0,0x01B;0x01D
0x0346,c3aa133b7340,pc080sn+0x68C0,0x01B;0x01D
0x0347,830f7d676e70,pc080sn+0x68E0,0x01B;0x01D
0x0348,9ae5121a8f2f,pc080sn+0x6900,0x01B;0x01D
0x0349,e2065aa1343e,pc080sn+0x6920,0x01A
0x034A,88af44b8d4b0,pc080sn+0x6940,0x01A
0x034B,327c383a94fa,pc080sn+0x6960,0x01A
0x034C,4b6248704059,pc080sn+0x6980,0x01A
0x034D,248866ff226e,pc080sn+0x69A0,0x01A
0x034E,f4bab8e0741b,pc080sn+0x69C0,0x01A
0x034F,91b96ed346ef,pc080sn+0x69E0,0x01A
0x0350,e655e26df6c5,pc080sn+0x6A00,0x01A
0x0351,19d073f3c23d,pc080sn+0x6A20,0x01A
0x0352,7b3b2b9a8d02,pc080sn+0x6A40,0x01A
0x0353,06e432250e94,pc080sn+0x6A60,0x01A
0x0354,0614565bdc1a,pc080sn+0x6A80,0x01A
0x0355,18f12152d69d,pc080sn+0x6AA0,0x01A
0x0356,f76913b1af62,pc080sn+0x6AC0,0x01A
0x0357,ba128c4193bc,pc080sn+0x6AE0,0x01A
0x0358,3d1250ebfa2a,pc080sn+0x6B00,0x01A
0x0359,d6c3b4a4efd7,pc080sn+0x6B20,0x01A
0x035A,d0ddf7289f7a,pc080sn+0x6B40,0x01A
0x035B,7ff49b01d32d,pc080sn+0x6B60,0x01A
0x035C,1748c3227edd,pc080sn+0x6B80,0x01A
0x035D,2846c05816c7,pc080sn+0x6BA0,0x01A
0x035E,a29b05a257a4,pc080sn+0x6BC0,0x01A
0x035F,8c10fe19152d,pc080sn+0x6BE0,0x01C
0x0360,26c10bd44cc6,pc080sn+0x6C00,0x01C
0x0361,4229f80d03cc,pc080sn+0x6C20,0x01C
0x0362,cbaf978961d1,pc080sn+0x6C40,0x01C
0x0363,2e79eea5b517,pc080sn+0x6C60,0x01C
0x0364,0b1ccb80c289,pc080sn+0x6C80,0x01C
0x0365,5bebc6fdb4b6,pc080sn+0x6CA0,0x01C
0x0366,b3f8029d3999,pc080sn+0x6CC0,0x01C
0x0367,f23d0f9de514,pc080sn+0x6CE0,0x01C
0x0368,d2cc01852576,pc080sn+0x6D00,0x01C
0x0369,5df2af8d58b8,pc080sn+0x6D20,0x01C
0x036A,3f16caf05f81,pc080sn+0x6D40,0x01C
0x036B,7e00c0739ad3,pc080sn+0x6D60,0x01C
0x036C,79a64a0893f9,pc080sn+0x6D80,0x01C
0x036D,c288c643c6d0,pc080sn+0x6DA0,0x01C
0x036E,40b150b1f306,pc080sn+0x6DC0,0x01C
0x036F,cde9155ecf7b,pc080sn+0x6DE0,0x01C
0x0370,aea72a816dda,pc080sn+0x6E00,0x01C
0x0371,f9eb225acd4a,pc080sn+0x6E20,0x01C
0x0372,c291d96d0f52,pc080sn+0x6E40,0x01C
0x0373,31750cd152b9,pc080sn+0x6E60,0x01C
0x0374,ff3f1556bbd8,pc080sn+0x6E80,0x01C
0x0375,c5aa8e2afb1a,pc080sn+0x6EA0,0x01C
0x0376,50b45c37c12f,pc080sn+0x6EC0,0x01C
0x0377,a01cfba3f86d,pc080sn+0x6EE0,0x01C
0x0378,caecc4ff5185,pc080sn+0x6F00,0x01C
0x0379,613a67649774,pc080sn+0x6F20,0x01C
0x037A,b276cee6a145,pc080sn+0x6F40,0x01C
0x037B,e71c3e59bf25,pc080sn+0x6F60,0x01C
0x037C,866996d1fb6c,pc080sn+0x6F80,0x01C
0x037D,b94be1f6c357,pc080sn+0x6FA0,0x01C
0x037E,6a9c420c7ddf,pc080sn+0x6FC0,0x01C
0x037F,b73e655ceed9,pc080sn+0x6FE0,0x01C
0x0380,e8a17e34ffd2,pc080sn+0x7000,0x01C
0x0381,215c0e36f593,pc080sn+0x7020,0x01C
0x0382,4abc49022789,pc080sn+0x7040,0x01C
0x0383,d273fdf8d842,pc080sn+0x7060,0x01C
0x0384,9a515d4b93c3,pc080sn+0x7080,0x01C
0x0385,d6db46ccf953,pc080sn+0x70A0,0x01C
0x0386,678647c14716,pc080sn+0x70C0,0x01C
0x0387,4e34cf3d5920,pc080sn+0x70E0,0x01C
0x0388,3bf2acc3c347,pc080sn+0x7100,0x01C
0x0389,6c2accedfc61,pc080sn+0x7120,0x01C
0x038A,18307508bff0,pc080sn+0x7140,0x01C
0x038B,98e67b402b42,pc080sn+0x7160,0x01C
0x038C,5a803e915653,pc080sn+0x7180,0x01C
0x038D,a7e3de9018e6,pc080sn+0x71A0,0x01C
0x038E,2a69cf7b021b,pc080sn+0x71C0,0x01C
0x038F,6af62ae8aacb,pc080sn+0x71E0,0x01A
0x0390,a501856f1d9c,pc080sn+0x7200,0x01A
0x0391,4078c272dd30,pc080sn+0x7220,0x01A
0x0392,30aa44399e7a,pc080sn+0x7240,0x01A
0x0393,2aefface7f21,pc080sn+0x7260,0x01A
0x0394,761116053a9a,pc080sn+0x7280,0x01A
0x0395,aa4c9f05c6f7,pc080sn+0x72A0,0x01A
0x0396,aa032805408d,pc080sn+0x72C0,0x01A
0x0397,4c0332f08817,pc080sn+0x72E0,0x01A
0x0398,127bbc07d777,pc080sn+0x7300,0x01A
0x0399,100b82ff58a2,pc080sn+0x7320,0x01A
0x039A,a35226daf487,pc080sn+0x7340,0x01A
0x039B,589a33234609,pc080sn+0x7360,0x01A
0x039C,e6d397eb3775,pc080sn+0x7380,0x01A
0x039D,2b475a9eb067,pc080sn+0x73A0,0x01A
0x039E,7d633bfdd831,pc080sn+0x73C0,0x01A
0x039F,83e78414cd1f,pc080sn+0x73E0,0x01A
0x03A0,d69c746c2e0d,pc080sn+0x7400,0x01A;0x01B
0x03A1,445a6a71b7ca,pc080sn+0x7420,0x01B
0x03A2,56febc2f960d,pc080sn+0x7440,0x01B
0x03A3,654a93b718f3,pc080sn+0x7460,0x01B
0x03A4,3bccb7e73157,pc080sn+0x7480,0x01B
0x03A5,84269986f230,pc080sn+0x74A0,0x01B
0x03A6,fedd99237fda,pc080sn+0x74C0,0x01B
0x03A7,373af1c2c43b,pc080sn+0x74E0,0x01B
0x03A8,efee2cd325b9,pc080sn+0x7500,0x01B
0x03A9,e06198284b74,pc080sn+0x7520,0x01B
0x03AA,a4428f074723,pc080sn+0x7540,0x01B
0x03AB,0c0dc2c61e1e,pc080sn+0x7560,0x01B
0x03AC,30a7aaf3f48c,pc080sn+0x7580,0x01B
0x03AD,b9fd663cf777,pc080sn+0x75A0,0x01B
0x03AE,147ab6fb8c07,pc080sn+0x75C0,0x01B
0x03AF,1bdda568e2ad,pc080sn+0x75E0,0x01B;0x01C
0x03B0,c14c1e92fc9e,pc080sn+0x7600,0x01B
0x03B1,e63ccbf02379,pc080sn+0x7620,0x01B
0x03B2,b4b256cc801e,pc080sn+0x7640,0x01B
0x03B3,d7f59695a7bb,pc080sn+0x7660,0x01B
0x03B4,590962eb4d2d,pc080sn+0x7680,0x01B
0x03B5,05fe4cbb3bee,pc080sn+0x76A0,0x01B
0x03B6,194c542c3500,pc080sn+0x76C0,0x01B
0x03B7,080f617b34bb,pc080sn+0x76E0,0x01B
0x03B8,f3e3d81e6336,pc080sn+0x7700,0x01B
0x03B9,6582e8be35d2,pc080sn+0x7720,0x01B
0x03BA,c9f9511b5ca0,pc080sn+0x7740,0x01B
0x03BB,e22c7130f741,pc080sn+0x7760,0x01B
0x03BC,745349cfd175,pc080sn+0x7780,0x01B
0x03BD,5e624a377fad,pc080sn+0x77A0,0x01B
0x03BE,a94a925e7e19,pc080sn+0x77C0,0x01B;0x01C
0x03BF,ed11012f471e,pc080sn+0x77E0,0x01B
0x03C0,d0fc7493d329,pc080sn+0x7800,0x01C
0x03C1,d5669c7fd4e1,pc080sn+0x7820,0x01C
0x03C2,7604f671e0d0,pc080sn+0x7840,0x01C
0x03C3,e506d7db2515,pc080sn+0x7860,0x01C
0x03C4,26986d6920b8,pc080sn+0x7880,0x01C
0x03C5,96a46cd8a078,pc080sn+0x78A0,0x01C
0x03C6,f42ff36b478f,pc080sn+0x78C0,0x01C
0x03C7,6d3e1d6c49c3,pc080sn+0x78E0,0x01C
0x03C8,0f32dad4ea46,pc080sn+0x7900,0x01C
0x03C9,2bc298913d4c,pc080sn+0x7920,0x01C
0x03CA,543c4d4d5342,pc080sn+0x7940,0x01C
0x03CB,0cba3fb39bd6,pc080sn+0x7960,0x01C
0x03CC,808761cd7b0b,pc080sn+0x7980,0x01C
0x03CD,daea21d004cc,pc080sn+0x79A0,0x01C
0x03CE,405b7d4b3e4c,pc080sn+0x79C0,0x01D
0x03CF,a9a7605ac86e,pc080sn+0x79E0,0x01D
0x03D0,72527453b30d,pc080sn+0x7A00,0x01D
0x03D1,c352836fe7b6,pc080sn+0x7A20,0x01D
0x03D2,84865305badb,pc080sn+0x7A40,0x01D
0x03D3,620d4e9ea645,pc080sn+0x7A60,0x01D
0x03D4,37c857c806f9,pc080sn+0x7A80,0x01D
0x03D5,2fde9a10e238,pc080sn+0x7AA0,0x01D
0x03D6,a8dd08012a51,pc080sn+0x7AC0,0x01D
0x03D7,32e34e0f7c0a,pc080sn+0x7AE0,0x01D
0x03D8,59e73d0f9b41,pc080sn+0x7B00,0x01D
0x03D9,7bc2deb99a47,pc080sn+0x7B20,0x01D
0x03DA,a2ce0d92e28e,pc080sn+0x7B40,0x01D
0x03DB,fb33b000b168,pc080sn+0x7B60,0x01D
0x03DC,1318964f640c,pc080sn+0x7B80,0x01D
0x03DD,4199959c9475,pc080sn+0x7BA0,0x01D
0x03DE,ab1731e8ca66,pc080sn+0x7BC0,0x01D
0x03DF,bc5df4aa5628,pc080sn+0x7BE0,0x01D
0x03E0,52957e362bd2,pc080sn+0x7C00,0x01D
0x03E1,af5acef34254,pc080sn+0x7C20,0x01D
0x03E2,4fcfcdba654e,pc080sn+0x7C40,0x01D
0x03E3,d3bef781caba,pc080sn+0x7C60,0x01D
0x03E4,1599867b15f4,pc080sn+0x7C80,0x01D
0x03E5,216e4d397d16,pc080sn+0x7CA0,0x01D
0x03E6,d0496e26ae86,pc080sn+0x7CC0,0x01D
0x03E7,0844be16628f,pc080sn+0x7CE0,0x01D
0x03E8,0c03060ecab7,pc080sn+0x7D00,0x01D
0x03E9,03cdc861c0ed,pc080sn+0x7D20,0x01D
0x03EA,185c80d7e51d,pc080sn+0x7D40,0x01D
0x03EB,581e597051b2,pc080sn+0x7D60,0x01D
0x03EC,c91dcc6485fb,pc080sn+0x7D80,0x01D
0x03ED,36da8b922279,pc080sn+0x7DA0,0x01D
0x03EE,64ca077fa528,pc080sn+0x7DC0,0x01D
0x03EF,7f7db381c776,pc080sn+0x7DE0,0x01D
0x03F0,6828a52d030e,pc080sn+0x7E00,0x01D
0x03F1,c48b07b55768,pc080sn+0x7E20,0x01D
0x03F2,e761559a697a,pc080sn+0x7E40,0x01D
0x03F3,77b9b6840f31,pc080sn+0x7E60,0x01A;0x01B;0x01C
0x03F4,fb4c51c2bb8a,pc080sn+0x7E80,0x01A;0x01B;0x01C
0x03F5,cff2311a40a5,pc080sn+0x7EA0,0x01A;0x01B;0x01C
0x03F6,6b2f81081659,pc080sn+0x7EC0,0x01A;0x01B;0x01C
0x03F7,5903786c45dd,pc080sn+0x7EE0,0x01A;0x01B;0x01C
0x03F8,6fad23e2f605,pc080sn+0x7F00,0x01A;0x01B;0x01C
0x03F9,8119201b349a,pc080sn+0x7F20,0x01A;0x01B;0x01C
0x03FA,61c4cd9d13ac,pc080sn+0x7F40,0x01A;0x01B;0x01C
0x03FB,23ca25620f50,pc080sn+0x7F60,0x01A;0x01B;0x01C
0x03FC,89966e291411,pc080sn+0x7F80,0x01A;0x01B;0x01C
0x03FD,31e2da09ffc8,pc080sn+0x7FA0,0x01A;0x01B;0x01C
0x03FE,eb73ba44daa9,pc080sn+0x7FC0,0x01A;0x01B;0x01C
0x03FF,2d5560ad2553,pc080sn+0x7FE0,0x01A;0x01B;0x01C
0x0400,7a7fa41ca9ae,pc080sn+0x8000,0x01A;0x01B;0x01C
0x0401,04e4679750b2,pc080sn+0x8020,0x01A;0x01B;0x01C
0x0402,7dcd3fa9375d,pc080sn+0x8040,0x01A;0x01B;0x01C
0x0403,f46455bf3222,pc080sn+0x8060,0x01A
0x0404,07cc1cc595a9,pc080sn+0x8080,0x01A
0x0405,13407c391484,pc080sn+0x80A0,0x01A
0x0406,bc53d58ee9ad,pc080sn+0x80C0,0x01A
0x0407,225f3b0bc545,pc080sn+0x80E0,0x01A
0x0408,2266191fa78e,pc080sn+0x8100,0x003
0x0409,68894c4e3fba,pc080sn+0x8120,0x003
0x040A,460125b5cf40,pc080sn+0x8140,0x003
0x040B,a3e3057624bc,pc080sn+0x8160,0x003
0x040C,dddfaf84177b,pc080sn+0x8180,0x003
0x040D,f516f1c3dc41,pc080sn+0x81A0,0x003
0x040E,2834d6bd8b65,pc080sn+0x81C0,0x003
0x040F,280e5138cee5,pc080sn+0x81E0,0x003
0x0410,e0883aec5e96,pc080sn+0x8200,0x003
0x0411,62f4947376e7,pc080sn+0x8220,0x003
0x0412,fe0b649a0f0b,pc080sn+0x8240,0x003
0x0413,a1298cc69ad3,pc080sn+0x8260,0x003
0x0414,2267184aa0f9,pc080sn+0x8280,0x003
0x0415,a47af06c7fb6,pc080sn+0x82A0,0x003
0x0416,2809623c5c72,pc080sn+0x82C0,0x003
0x0417,ca90fbcea235,pc080sn+0x82E0,0x003
0x0418,2393f2a16474,pc080sn+0x8300,0x003
0x0419,24021d0af2dd,pc080sn+0x8320,0x003
0x041A,0c356737e239,pc080sn+0x8340,0x003
0x041B,ff8703951bf8,pc080sn+0x8360,0x003
0x041C,7d17b0e16814,pc080sn+0x8380,0x003
0x041D,958587b817fa,pc080sn+0x83A0,0x003
0x041E,4e4c62693e1d,pc080sn+0x83C0,0x003
0x041F,78174ca5a192,pc080sn+0x83E0,0x003
0x0420,7b32146328e3,pc080sn+0x8400,0x003
0x0421,aa55a99274ca,pc080sn+0x8420,0x003
0x0422,06116c70a886,pc080sn+0x8440,0x003
0x0423,c0c57d62b57c,pc080sn+0x8460,0x003
0x0424,0281b1aa6f5b,pc080sn+0x8480,0x003
0x0425,fdaf78d94267,pc080sn+0x84A0,0x003
0x0426,95a3b388f3b4,pc080sn+0x84C0,0x003
0x0427,a6e0ce1fd955,pc080sn+0x84E0,0x003
0x0428,87f581af2df7,pc080sn+0x8500,0x003
0x0429,c3d6ad95ebb8,pc080sn+0x8520,0x003
0x042A,8a330f1ed540,pc080sn+0x8540,0x003
0x042B,7dd1ae1b1dac,pc080sn+0x8560,0x003
0x042C,7eb46e9dd4c6,pc080sn+0x8580,0x003
0x042D,97e83e9ca710,pc080sn+0x85A0,0x003
0x042E,1349964c7422,pc080sn+0x85C0,0x003
0x042F,a9942952c0da,pc080sn+0x85E0,0x003
0x0430,6b604d005e05,pc080sn+0x8600,0x003
0x0431,ab48cb175456,pc080sn+0x8620,0x003
0x0432,692ea976a9be,pc080sn+0x8640,0x003
0x0433,baff9643c394,pc080sn+0x8660,0x003
0x0434,d73ff981fb74,pc080sn+0x8680,0x003
0x0435,418ec98937ca,pc080sn+0x86A0,0x003
0x0436,9953a8dd1a88,pc080sn+0x86C0,0x003
0x0437,23c9d7b96ded,pc080sn+0x86E0,0x003
0x0438,63a846d477dd,pc080sn+0x8700,0x003
