arcade_code,physical_hash,rom_offset,palette_bank
0x05B5,6be760e64a6a,pc080sn+0xB6A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05B6,9f2917faca40,pc080sn+0xB6C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05B7,dffefdf6e1a5,pc080sn+0xB6E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05B8,6cd19e449cb3,pc080sn+0xB700,"0x002 (PROVEN, all 854 BG single vocab)"
0x05B9,0459d213fbcb,pc080sn+0xB720,"0x002 (PROVEN, all 854 BG single vocab)"
0x05BA,57f03061ede0,pc080sn+0xB740,"0x002 (PROVEN, all 854 BG single vocab)"
0x05BB,ca6dc3b8a08d,pc080sn+0xB760,"0x002 (PROVEN, all 854 BG single vocab)"
0x05BC,3e1f907c300c,pc080sn+0xB780,"0x002 (PROVEN, all 854 BG single vocab)"
0x05BD,99bf12c9fc3b,pc080sn+0xB7A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05BE,c9556c502c57,pc080sn+0xB7C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05BF,f849b55da004,pc080sn+0xB7E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C0,75d9ed503286,pc080sn+0xB800,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C1,729a5f481220,pc080sn+0xB820,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C2,37c6bfb99d32,pc080sn+0xB840,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C3,2c6c5b5527c1,pc080sn+0xB860,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C4,ea044a46eff5,pc080sn+0xB880,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C5,2e85f7cf364e,pc080sn+0xB8A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C6,652681fcc9d1,pc080sn+0xB8C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C7,89dcc8cb37fb,pc080sn+0xB8E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C8,f432da0a9e01,pc080sn+0xB900,"0x002 (PROVEN, all 854 BG single vocab)"
0x05C9,6d5d57102330,pc080sn+0xB920,"0x002 (PROVEN, all 854 BG single vocab)"
0x05CA,d8565a592c8a,pc080sn+0xB940,"0x002 (PROVEN, all 854 BG single vocab)"
0x05CB,e6f8a1444cce,pc080sn+0xB960,"0x002 (PROVEN, all 854 BG single vocab)"
0x05CC,6f954c676f2d,pc080sn+0xB980,"0x002 (PROVEN, all 854 BG single vocab)"
0x05CD,cd8f11806b52,pc080sn+0xB9A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05CE,ec10529f2110,pc080sn+0xB9C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05CF,58e2e22a94db,pc080sn+0xB9E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D0,2ef043300d16,pc080sn+0xBA00,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D1,33e4afb188f2,pc080sn+0xBA20,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D2,f84e70d733c8,pc080sn+0xBA40,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D3,1d99575bf978,pc080sn+0xBA60,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D4,5e00464435eb,pc080sn+0xBA80,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D5,22f6c936ccde,pc080sn+0xBAA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D6,ed61f242d37f,pc080sn+0xBAC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D7,0a06a15152fc,pc080sn+0xBAE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D8,59f59bfb97d3,pc080sn+0xBB00,"0x002 (PROVEN, all 854 BG single vocab)"
0x05D9,0f2e278b3959,pc080sn+0xBB20,"0x002 (PROVEN, all 854 BG single vocab)"
0x05DA,00a19b20f1a7,pc080sn+0xBB40,"0x002 (PROVEN, all 854 BG single vocab)"
0x05DB,65f702622282,pc080sn+0xBB60,"0x002 (PROVEN, all 854 BG single vocab)"
0x05DC,5dae744ef489,pc080sn+0xBB80,"0x002 (PROVEN, all 854 BG single vocab)"
0x05DD,2a1fba35bca9,pc080sn+0xBBA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05DE,0164e0c2c670,pc080sn+0xBBC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05DF,4a8c1aadf439,pc080sn+0xBBE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E0,4b24b37be78c,pc080sn+0xBC00,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E1,474416cffb12,pc080sn+0xBC20,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E2,6407c028007d,pc080sn+0xBC40,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E3,a5ee90513105,pc080sn+0xBC60,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E4,af1d104c818b,pc080sn+0xBC80,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E5,2931d972b8d0,pc080sn+0xBCA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E6,b0fdceb445b7,pc080sn+0xBCC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E7,c6103c98222e,pc080sn+0xBCE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E8,a343c9e88367,pc080sn+0xBD00,"0x002 (PROVEN, all 854 BG single vocab)"
0x05E9,bb84657862ba,pc080sn+0xBD20,"0x002 (PROVEN, all 854 BG single vocab)"
0x05EA,df71ee64e359,pc080sn+0xBD40,"0x002 (PROVEN, all 854 BG single vocab)"
0x05EB,9d29d386bfa8,pc080sn+0xBD60,"0x002 (PROVEN, all 854 BG single vocab)"
0x05EC,a83c50536aa6,pc080sn+0xBD80,"0x002 (PROVEN, all 854 BG single vocab)"
0x05ED,e566767aff1a,pc080sn+0xBDA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05EE,6718b7296aac,pc080sn+0xBDC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05EF,f35461e47220,pc080sn+0xBDE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F0,ba08820e3d08,pc080sn+0xBE00,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F1,5f749c63542b,pc080sn+0xBE20,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F2,fc28683470af,pc080sn+0xBE40,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F3,a261f138a8a4,pc080sn+0xBE60,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F4,568849f30a88,pc080sn+0xBE80,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F5,5cfdd5c681bb,pc080sn+0xBEA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F6,f97def81d373,pc080sn+0xBEC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F7,b740ffd7c514,pc080sn+0xBEE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F8,1f7de46838b9,pc080sn+0xBF00,"0x002 (PROVEN, all 854 BG single vocab)"
0x05F9,49939f54e4e5,pc080sn+0xBF20,"0x002 (PROVEN, all 854 BG single vocab)"
0x05FA,b55133a55908,pc080sn+0xBF40,"0x002 (PROVEN, all 854 BG single vocab)"
0x05FB,0da83325d9a3,pc080sn+0xBF60,"0x002 (PROVEN, all 854 BG single vocab)"
0x05FC,5010db48f9d0,pc080sn+0xBF80,"0x002 (PROVEN, all 854 BG single vocab)"
0x05FD,10a88e3c0ce1,pc080sn+0xBFA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05FE,c5eb2f83f0d5,pc080sn+0xBFC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x05FF,8c133e9f6064,pc080sn+0xBFE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0600,4786c979f5dc,pc080sn+0xC000,"0x002 (PROVEN, all 854 BG single vocab)"
0x0601,6b48e0a6d219,pc080sn+0xC020,"0x002 (PROVEN, all 854 BG single vocab)"
0x0602,d21fd98b1149,pc080sn+0xC040,"0x002 (PROVEN, all 854 BG single vocab)"
0x0603,2fa6df9e58a4,pc080sn+0xC060,"0x002 (PROVEN, all 854 BG single vocab)"
0x0604,1015346758c4,pc080sn+0xC080,"0x002 (PROVEN, all 854 BG single vocab)"
0x0605,3e10d8f0c766,pc080sn+0xC0A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0606,3cfca327d75e,pc080sn+0xC0C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0607,ea3014fa9a81,pc080sn+0xC0E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0608,4fbc6b59e9da,pc080sn+0xC100,"0x002 (PROVEN, all 854 BG single vocab)"
0x0609,ae69ea3715bb,pc080sn+0xC120,"0x002 (PROVEN, all 854 BG single vocab)"
0x060A,3408401751af,pc080sn+0xC140,"0x002 (PROVEN, all 854 BG single vocab)"
0x060B,450b1251781d,pc080sn+0xC160,"0x002 (PROVEN, all 854 BG single vocab)"
0x060C,d3133a433277,pc080sn+0xC180,"0x002 (PROVEN, all 854 BG single vocab)"
0x060D,94d9e17e6e9a,pc080sn+0xC1A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x060E,78ed0fbd81da,pc080sn+0xC1C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x060F,2b79a5d339ba,pc080sn+0xC1E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0610,66987c3578e5,pc080sn+0xC200,"0x002 (PROVEN, all 854 BG single vocab)"
0x0611,95490106150a,pc080sn+0xC220,"0x002 (PROVEN, all 854 BG single vocab)"
0x0612,c0cefcf6d4db,pc080sn+0xC240,"0x002 (PROVEN, all 854 BG single vocab)"
0x0613,b8c7b09782cf,pc080sn+0xC260,"0x002 (PROVEN, all 854 BG single vocab)"
0x0614,df32ccc49d7b,pc080sn+0xC280,"0x002 (PROVEN, all 854 BG single vocab)"
0x0615,c75695920735,pc080sn+0xC2A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0616,e26ae48213a1,pc080sn+0xC2C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0617,7e3e4cbe20cb,pc080sn+0xC2E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0618,ea823612cffd,pc080sn+0xC300,"0x002 (PROVEN, all 854 BG single vocab)"
0x0619,edf154bc67e9,pc080sn+0xC320,"0x002 (PROVEN, all 854 BG single vocab)"
0x061A,99cfefd52b52,pc080sn+0xC340,"0x002 (PROVEN, all 854 BG single vocab)"
0x061B,8f9b36c0c43e,pc080sn+0xC360,"0x002 (PROVEN, all 854 BG single vocab)"
0x061C,d5a92d47a3f0,pc080sn+0xC380,"0x002 (PROVEN, all 854 BG single vocab)"
0x061D,27f934944965,pc080sn+0xC3A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x061E,e9736c8f63b0,pc080sn+0xC3C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x061F,06b6cffc17cf,pc080sn+0xC3E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0620,a892497d0cbb,pc080sn+0xC400,"0x002 (PROVEN, all 854 BG single vocab)"
0x0621,85258ee37ff7,pc080sn+0xC420,"0x002 (PROVEN, all 854 BG single vocab)"
0x0622,d5a39d0e5b3b,pc080sn+0xC440,"0x002 (PROVEN, all 854 BG single vocab)"
0x0623,f21174d44ed7,pc080sn+0xC460,"0x002 (PROVEN, all 854 BG single vocab)"
0x0624,d6ca70ad0ecf,pc080sn+0xC480,"0x002 (PROVEN, all 854 BG single vocab)"
0x0625,25333b23903d,pc080sn+0xC4A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0626,940f241ea932,pc080sn+0xC4C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0627,dd4c58bd9af2,pc080sn+0xC4E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0628,0cb621f14c30,pc080sn+0xC500,"0x002 (PROVEN, all 854 BG single vocab)"
0x0629,2bdc362a0669,pc080sn+0xC520,"0x002 (PROVEN, all 854 BG single vocab)"
0x062A,fa3fb57863c1,pc080sn+0xC540,"0x002 (PROVEN, all 854 BG single vocab)"
0x062B,b8f80121ceb4,pc080sn+0xC560,"0x002 (PROVEN, all 854 BG single vocab)"
0x062C,6aae072f4452,pc080sn+0xC580,"0x002 (PROVEN, all 854 BG single vocab)"
0x062D,eb761ad1815e,pc080sn+0xC5A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x062E,0b80f9f6df9a,pc080sn+0xC5C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x062F,0ba2e83f3894,pc080sn+0xC5E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0630,0cf1f2aa8132,pc080sn+0xC600,"0x002 (PROVEN, all 854 BG single vocab)"
0x0631,3c559bc4e9ab,pc080sn+0xC620,"0x002 (PROVEN, all 854 BG single vocab)"
0x0632,4790cf93152b,pc080sn+0xC640,"0x002 (PROVEN, all 854 BG single vocab)"
0x0633,6e1231f6fc25,pc080sn+0xC660,"0x002 (PROVEN, all 854 BG single vocab)"
0x0634,931ddaed1809,pc080sn+0xC680,"0x002 (PROVEN, all 854 BG single vocab)"
0x0635,c563553d78f9,pc080sn+0xC6A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0636,6b8425048ec6,pc080sn+0xC6C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0637,5d80c184b7c0,pc080sn+0xC6E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0638,38e6ae61c9ff,pc080sn+0xC700,"0x002 (PROVEN, all 854 BG single vocab)"
0x0639,7055cec529e8,pc080sn+0xC720,"0x002 (PROVEN, all 854 BG single vocab)"
0x063A,4ec1e62c20e9,pc080sn+0xC740,"0x002 (PROVEN, all 854 BG single vocab)"
0x063B,cbf0d94957fa,pc080sn+0xC760,"0x002 (PROVEN, all 854 BG single vocab)"
0x063C,18b3eedd8c9e,pc080sn+0xC780,"0x002 (PROVEN, all 854 BG single vocab)"
0x063D,65ecdb868ce3,pc080sn+0xC7A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x063E,c77c22c99914,pc080sn+0xC7C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x063F,a0d5b330d7b9,pc080sn+0xC7E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0640,c2a53e4151f7,pc080sn+0xC800,"0x002 (PROVEN, all 854 BG single vocab)"
0x0641,723e3e5ec9bf,pc080sn+0xC820,"0x002 (PROVEN, all 854 BG single vocab)"
0x0642,3c8d56512da0,pc080sn+0xC840,"0x002 (PROVEN, all 854 BG single vocab)"
0x0643,d9ddfa3c9038,pc080sn+0xC860,"0x002 (PROVEN, all 854 BG single vocab)"
0x0644,60d1abacd02f,pc080sn+0xC880,"0x002 (PROVEN, all 854 BG single vocab)"
0x0645,595f9440d32a,pc080sn+0xC8A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0646,2db37bf6bc5c,pc080sn+0xC8C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0647,a39d92ebacd6,pc080sn+0xC8E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0648,3cd5b6968328,pc080sn+0xC900,"0x002 (PROVEN, all 854 BG single vocab)"
0x0649,b8970f4f41e1,pc080sn+0xC920,"0x002 (PROVEN, all 854 BG single vocab)"
0x064A,54f61f42ddcf,pc080sn+0xC940,"0x002 (PROVEN, all 854 BG single vocab)"
0x064B,993f889d8f15,pc080sn+0xC960,"0x002 (PROVEN, all 854 BG single vocab)"
0x064C,92069c23fa97,pc080sn+0xC980,"0x002 (PROVEN, all 854 BG single vocab)"
0x064D,7b152cf02567,pc080sn+0xC9A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x064E,993b9556305f,pc080sn+0xC9C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x064F,7a424d679745,pc080sn+0xC9E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0650,fa137a842319,pc080sn+0xCA00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0651,3a662ddaa5ef,pc080sn+0xCA20,"0x002 (PROVEN, all 854 BG single vocab)"
0x0652,1e89e04235ff,pc080sn+0xCA40,"0x002 (PROVEN, all 854 BG single vocab)"
0x0653,49a38af46a5f,pc080sn+0xCA60,"0x002 (PROVEN, all 854 BG single vocab)"
0x0654,63cb26082d79,pc080sn+0xCA80,"0x002 (PROVEN, all 854 BG single vocab)"
0x0655,d34e04ec5ed1,pc080sn+0xCAA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0656,fbce345c86e2,pc080sn+0xCAC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0657,bcf728040207,pc080sn+0xCAE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0658,38c492188844,pc080sn+0xCB00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0659,95055215bca0,pc080sn+0xCB20,"0x002 (PROVEN, all 854 BG single vocab)"
0x065A,f755e389a181,pc080sn+0xCB40,"0x002 (PROVEN, all 854 BG single vocab)"
0x065B,b75673f9f1a7,pc080sn+0xCB60,"0x002 (PROVEN, all 854 BG single vocab)"
0x065C,3174468f9921,pc080sn+0xCB80,"0x002 (PROVEN, all 854 BG single vocab)"
0x065D,cc9ecfcde4b2,pc080sn+0xCBA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x065E,14380f15830b,pc080sn+0xCBC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x065F,7f42ed3f996a,pc080sn+0xCBE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0660,ed0156e0e800,pc080sn+0xCC00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0661,f15fbe182a05,pc080sn+0xCC20,"0x002 (PROVEN, all 854 BG single vocab)"
0x0662,d89daa3fa8e7,pc080sn+0xCC40,"0x002 (PROVEN, all 854 BG single vocab)"
0x0663,7a65c8d332ff,pc080sn+0xCC60,"0x002 (PROVEN, all 854 BG single vocab)"
0x0664,d11a88913835,pc080sn+0xCC80,"0x002 (PROVEN, all 854 BG single vocab)"
0x0665,996e39a1b057,pc080sn+0xCCA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0666,7eadb8640bed,pc080sn+0xCCC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0667,13de7e8c3445,pc080sn+0xCCE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0668,4b25209f9438,pc080sn+0xCD00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0669,100d5cc913c9,pc080sn+0xCD20,"0x002 (PROVEN, all 854 BG single vocab)"
0x066A,5305363b922b,pc080sn+0xCD40,"0x002 (PROVEN, all 854 BG single vocab)"
0x066B,e1e87550b7e5,pc080sn+0xCD60,"0x002 (PROVEN, all 854 BG single vocab)"
0x066C,41742b371b22,pc080sn+0xCD80,"0x002 (PROVEN, all 854 BG single vocab)"
0x066D,a41149a149e2,pc080sn+0xCDA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x066E,adb00ad2bd29,pc080sn+0xCDC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x066F,79d2ebc15485,pc080sn+0xCDE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0670,768b756161c8,pc080sn+0xCE00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0671,9b26ece510ab,pc080sn+0xCE20,"0x002 (PROVEN, all 854 BG single vocab)"
0x0672,18b88f5edfc4,pc080sn+0xCE40,"0x002 (PROVEN, all 854 BG single vocab)"
0x0673,b73538080012,pc080sn+0xCE60,"0x002 (PROVEN, all 854 BG single vocab)"
0x0674,36e72c5be8af,pc080sn+0xCE80,"0x002 (PROVEN, all 854 BG single vocab)"
0x0675,8d4702776e12,pc080sn+0xCEA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0676,01023f5e368c,pc080sn+0xCEC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0677,8b4a025d9e5f,pc080sn+0xCEE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0678,4b4432426fb3,pc080sn+0xCF00,"0x002 (PROVEN, all 854 BG single vocab)"
0x0679,4c282f2dcb2b,pc080sn+0xCF20,"0x002 (PROVEN, all 854 BG single vocab)"
0x067A,6f825e68cc69,pc080sn+0xCF40,"0x002 (PROVEN, all 854 BG single vocab)"
0x067B,a44fba58febd,pc080sn+0xCF60,"0x002 (PROVEN, all 854 BG single vocab)"
0x067C,2b22ee011c24,pc080sn+0xCF80,"0x002 (PROVEN, all 854 BG single vocab)"
0x067D,ba9bfe32f1fd,pc080sn+0xCFA0,"0x002 (PROVEN, all 854 BG single vocab)"
0x067E,c643cf794ced,pc080sn+0xCFC0,"0x002 (PROVEN, all 854 BG single vocab)"
0x067F,9da8242dd96b,pc080sn+0xCFE0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0680,e170832eea86,pc080sn+0xD000,"0x002 (PROVEN, all 854 BG single vocab)"
0x0681,654ba277d4bf,pc080sn+0xD020,"0x002 (PROVEN, all 854 BG single vocab)"
0x0682,56394ef764bc,pc080sn+0xD040,"0x002 (PROVEN, all 854 BG single vocab)"
0x0683,acf89f3ce337,pc080sn+0xD060,"0x002 (PROVEN, all 854 BG single vocab)"
0x0684,ea7aab91af9e,pc080sn+0xD080,"0x002 (PROVEN, all 854 BG single vocab)"
0x0685,92bcd3181131,pc080sn+0xD0A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0686,79fe50b05927,pc080sn+0xD0C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0687,7513d3375472,pc080sn+0xD0E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0688,a183f62be069,pc080sn+0xD100,"0x002 (PROVEN, all 854 BG single vocab)"
0x0689,b1da4055683d,pc080sn+0xD120,"0x002 (PROVEN, all 854 BG single vocab)"
0x068A,88186d0a46d7,pc080sn+0xD140,"0x002 (PROVEN, all 854 BG single vocab)"
0x068B,364b15e765a4,pc080sn+0xD160,"0x002 (PROVEN, all 854 BG single vocab)"
0x068C,f1bcf88ed6ad,pc080sn+0xD180,"0x002 (PROVEN, all 854 BG single vocab)"
0x068D,26c1de24e18d,pc080sn+0xD1A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x068E,d237b3299309,pc080sn+0xD1C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x068F,e8eacda53bf8,pc080sn+0xD1E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0690,1d70c288beaf,pc080sn+0xD200,"0x002 (PROVEN, all 854 BG single vocab)"
0x0691,0c206452848f,pc080sn+0xD220,"0x002 (PROVEN, all 854 BG single vocab)"
0x0692,6362a305ad7b,pc080sn+0xD240,"0x002 (PROVEN, all 854 BG single vocab)"
0x0693,66db28778da4,pc080sn+0xD260,"0x002 (PROVEN, all 854 BG single vocab)"
0x0694,93391593ff7f,pc080sn+0xD280,"0x002 (PROVEN, all 854 BG single vocab)"
0x0695,d31d6e96cab6,pc080sn+0xD2A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0696,e309c5613c2d,pc080sn+0xD2C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0697,2ff01a6f495d,pc080sn+0xD2E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x0698,86829cbea651,pc080sn+0xD300,"0x002 (PROVEN, all 854 BG single vocab)"
0x0699,2b3948afdd37,pc080sn+0xD320,"0x002 (PROVEN, all 854 BG single vocab)"
0x069A,d0280eb055a7,pc080sn+0xD340,"0x002 (PROVEN, all 854 BG single vocab)"
0x069B,466de71ef1b2,pc080sn+0xD360,"0x002 (PROVEN, all 854 BG single vocab)"
0x069C,52fd762aeb48,pc080sn+0xD380,"0x002 (PROVEN, all 854 BG single vocab)"
0x069D,656a442e0adb,pc080sn+0xD3A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x069E,e0831a2e7ed9,pc080sn+0xD3C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x069F,2dfc07c52a22,pc080sn+0xD3E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A0,0cd182df55fa,pc080sn+0xD400,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A1,7e39c036fffb,pc080sn+0xD420,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A2,be7df2bc04a7,pc080sn+0xD440,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A3,95a0baef54cd,pc080sn+0xD460,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A4,8f062e3e49c0,pc080sn+0xD480,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A5,21218bd67800,pc080sn+0xD4A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A6,f05ebd9703e1,pc080sn+0xD4C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A7,6107e809318f,pc080sn+0xD4E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A8,81dc0179082b,pc080sn+0xD500,"0x002 (PROVEN, all 854 BG single vocab)"
0x06A9,20ad0385f00f,pc080sn+0xD520,"0x002 (PROVEN, all 854 BG single vocab)"
0x06AA,14ece712960c,pc080sn+0xD540,"0x002 (PROVEN, all 854 BG single vocab)"
0x06AB,2af51e25f4e2,pc080sn+0xD560,"0x002 (PROVEN, all 854 BG single vocab)"
0x06AC,eba77a412326,pc080sn+0xD580,"0x002 (PROVEN, all 854 BG single vocab)"
0x06AD,d39477cf0c55,pc080sn+0xD5A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06AE,9926744bac58,pc080sn+0xD5C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06AF,358ba2f87cb3,pc080sn+0xD5E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B0,02df3b35f0aa,pc080sn+0xD600,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B1,0113eb45a6da,pc080sn+0xD620,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B2,3fc059402e72,pc080sn+0xD640,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B3,289826ee4b64,pc080sn+0xD660,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B4,741087d56f26,pc080sn+0xD680,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B5,125e88b338da,pc080sn+0xD6A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B6,293c6d011c8c,pc080sn+0xD6C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B7,b88750c3fac9,pc080sn+0xD6E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B8,57a640d02d36,pc080sn+0xD700,"0x002 (PROVEN, all 854 BG single vocab)"
0x06B9,e16ce0b2e97c,pc080sn+0xD720,"0x002 (PROVEN, all 854 BG single vocab)"
0x06BA,de0e7daace56,pc080sn+0xD740,"0x002 (PROVEN, all 854 BG single vocab)"
0x06BB,8e3b3c679114,pc080sn+0xD760,"0x002 (PROVEN, all 854 BG single vocab)"
0x06BC,7759969bd52e,pc080sn+0xD780,"0x002 (PROVEN, all 854 BG single vocab)"
0x06BD,1497686e4c1a,pc080sn+0xD7A0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06BE,fef8e13b0fa5,pc080sn+0xD7C0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06BF,309073f6d669,pc080sn+0xD7E0,"0x002 (PROVEN, all 854 BG single vocab)"
0x06C0,5a9065594367,pc080sn+0xD800,"0x002 (PROVEN, all 854 BG single vocab)"
0x06C1,ac7adee55a80,pc080sn+0xD820,"0x002 (PROVEN, all 854 BG single vocab)"
0x06C2,c965f033d850,pc080sn+0xD840,"0x002 (PROVEN, all 854 BG single vocab)"
0x06C3,97c284ce1f71,pc080sn+0xD860,"0x002 (PROVEN, all 854 BG single vocab)"
0x06C4,1758dc6474ec,pc080sn+0xD880,"0x002 (PROVEN, all 854 BG single vocab)"
