frame,section,round,block,index,actor_addr,active,class,state,mode3e,flags38,752,attr27,base_code
2702,05,01,actor_2c8,8,10C4C8,01,5F,0F,03,00,00,4A,02E8
2703,05,01,actor_2c8,8,10C4C8,01,0D,0F,03,02,00,0A,0A73
2948,05,01,player_11b2,1,10D1F2,40,03,13,00,00,51,00,0000
2984,05,01,actor_5c8,2,10C648,01,C5,03,00,00,00,00,0D5F
2984,05,01,actor_5c8,3,10C688,01,C5,03,00,00,00,00,0D5F
2984,05,01,actor_5c8,4,10C6C8,01,B6,03,00,00,00,80,03F6
2984,05,01,actor_5c8,5,10C708,01,BC,03,00,00,00,00,050B
2984,05,01,actor_748,10,10C9C8,01,B9,03,00,00,00,80,0268
2984,05,01,actor_8c8,4,10C9C8,01,B9,03,00,00,00,80,0268
2985,05,01,actor_2c8,4,10C3C8,01,19,01,00,00,00,46,004B
2985,05,01,actor_5c8,2,10C648,01,C5,0A,00,00,00,00,0D5F
2985,05,01,actor_5c8,3,10C688,01,C5,0A,00,00,00,00,0D5F
2985,05,01,actor_5c8,4,10C6C8,01,B6,04,00,00,00,80,03F6
2985,05,01,actor_5c8,5,10C708,01,BC,04,00,00,00,00,050B
2985,05,01,actor_748,10,10C9C8,01,B9,04,00,00,00,80,0268
2985,05,01,actor_8c8,4,10C9C8,01,B9,04,00,00,00,80,0268
2986,05,01,actor_5c8,4,10C6C8,01,B8,09,00,00,00,80,03F6
2986,05,01,actor_5c8,5,10C708,01,BC,09,00,00,00,00,050B
2986,05,01,actor_748,10,10C9C8,01,B9,05,00,00,00,80,0268
2986,05,01,actor_8c8,4,10C9C8,01,B9,05,00,00,00,80,0268
3036,05,01,actor_5c8,5,10C708,01,BD,05,00,00,00,00,050B
3043,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,00A3
3057,05,01,actor_2c8,4,10C3C8,01,1A,0C,00,00,00,46,004B
3059,05,01,actor_5c8,4,10C6C8,01,B7,05,00,00,00,80,03F6
3093,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,00A3
3106,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,00A3
3114,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,00A3
3134,05,01,actor_5c8,5,10C708,01,BD,0F,00,00,00,00,050B
3134,05,01,player_11b2,0,10D1B2,C0,03,86,00,00,00,AB,0000
3135,05,01,actor_5c8,5,10C708,01,A8,0F,00,00,00,00,0275
3135,05,01,player_11b2,0,10D1B2,C0,03,75,00,00,00,AB,0000
3136,05,01,player_11b2,0,10D1B2,C0,03,6F,00,00,00,AB,0000
3138,05,01,player_11b2,0,10D1B2,C0,03,71,00,00,00,AB,0000
3138,05,01,player_11b2,1,10D1F2,40,03,09,00,00,51,00,0000
3140,05,01,player_11b2,0,10D1B2,C0,03,73,00,00,00,AB,0000
3148,05,01,actor_748,10,10C9C8,01,BA,0F,00,00,00,80,0268
3148,05,01,actor_8c8,4,10C9C8,01,BA,0F,00,00,00,80,0268
3149,05,01,actor_748,10,10C9C8,01,A8,0F,00,00,00,80,0275
3149,05,01,actor_8c8,4,10C9C8,01,A8,0F,00,00,00,80,0275
3176,05,01,actor_2c8,6,10C448,01,62,02,03,00,00,4A,02E8
3177,05,01,actor_2c8,5,10C408,01,62,02,03,00,00,4A,02E8
3177,05,01,actor_2c8,7,10C488,01,52,02,01,00,00,44,00D0
3182,05,01,player_11b2,0,10D1B2,40,03,74,00,00,00,AB,0000
3184,05,01,player_11b2,0,10D1B2,40,03,6E,00,00,00,AB,0000
3185,05,01,actor_2c8,6,10C448,01,63,1F,03,00,00,4A,02E8
3186,05,01,player_11b2,0,10D1B2,40,03,70,00,00,00,AB,0000
3188,05,01,player_11b2,0,10D1B2,40,03,72,00,00,00,AB,0000
3201,06,01,actor_2c8,0,10C2C8,01,3F,20,00,00,00,00,00F4
3201,06,01,actor_2c8,4,10C3C8,01,17,00,00,00,00,46,004B
3201,06,01,actor_2c8,5,10C408,01,61,02,03,00,00,4A,02E8
3201,06,01,actor_2c8,6,10C448,01,65,1F,03,00,00,4A,02E8
3201,06,01,actor_2c8,7,10C488,01,55,02,01,00,00,44,00D0
3201,06,01,actor_2c8,8,10C4C8,01,61,02,03,00,00,4A,02E8
3201,06,01,actor_5c8,2,10C648,01,C7,0A,00,00,00,00,0D5F
3201,06,01,actor_5c8,3,10C688,01,C7,0A,00,00,00,00,0D5F
3201,06,01,actor_5c8,4,10C6C8,01,B7,04,00,00,00,80,03F6
3201,06,01,player_11b2,0,10D1B2,40,03,6E,00,00,00,AB,0000
3201,06,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,00A3
3201,06,01,player_11b2,4,10D2B2,01,01,8B,00,00,00,00,0000
3202,06,01,player_11b2,0,10D1B2,40,03,70,00,00,00,AB,0000
3204,06,01,player_11b2,0,10D1B2,40,03,72,00,00,00,AB,0000
3206,06,01,player_11b2,0,10D1B2,40,03,74,00,00,00,AB,0000
3206,06,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,00A3
3209,06,01,actor_5c8,4,10C6C8,01,B8,09,00,00,00,80,03F6
3213,06,01,actor_2c8,8,10C4C8,01,63,1F,03,00,00,4A,02E8
3214,06,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,00A3
3221,06,01,actor_2c8,6,10C448,01,68,02,03,00,00,4A,02E8
3222,06,01,actor_2c8,5,10C408,01,63,1F,03,00,00,4A,02E8
3222,06,01,player_11b2,1,10D1F2,40,03,86,00,00,51,00,00A3
3229,06,01,actor_2c8,6,10C448,01,B3,01,03,00,00,4A,02E8
3230,06,01,actor_2c8,0,10C2C8,01,74,00,00,00,00,00,0DAB
3230,06,01,player_11b2,1,10D1F2,40,03,8A,00,00,51,00,00A3
3232,06,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,00A3
3234,06,01,actor_5c8,4,10C6C8,01,B7,08,00,00,00,80,03F6
3244,06,01,actor_5c8,4,10C6C8,01,B8,0F,00,00,00,80,03F6
3245,06,01,actor_5c8,4,10C6C8,01,A8,0F,00,00,00,80,0275
3265,06,01,player_11b2,0,10D1B2,40,03,77,00,00,00,AB,0000
3266,06,01,player_11b2,0,10D1B2,40,03,79,00,00,00,AB,0000
3267,06,01,player_11b2,0,10D1B2,40,03,7A,00,00,00,AB,0000
3268,06,01,player_11b2,0,10D1B2,40,03,E0,00,00,00,AB,0000
3270,06,01,player_11b2,0,10D1B2,40,03,83,00,00,00,AB,0000
3272,06,01,player_11b2,0,10D1B2,40,03,7D,00,00,00,AB,0000
3274,06,01,player_11b2,0,10D1B2,40,03,7F,00,00,00,AB,0000
3276,06,01,player_11b2,0,10D1B2,40,03,81,00,00,00,AB,0000
3302,06,01,actor_2c8,5,10C408,01,68,01,03,00,00,4A,02E8
3303,06,01,actor_748,0,10C748,01,B1,01,00,00,00,00,02E8
3308,06,01,player_11b2,0,10D1B2,C0,03,73,00,00,00,AB,0000
3310,06,01,player_11b2,0,10D1B2,C0,03,75,00,00,00,AB,0000
3312,06,01,player_11b2,0,10D1B2,C0,03,6F,00,00,00,AB,0000
3312,06,01,player_11b2,1,10D1F2,40,03,09,00,00,51,00,0000
3314,06,01,player_11b2,0,10D1B2,C0,03,71,00,00,00,AB,0000
3319,06,01,actor_748,0,10C748,01,B1,0F,00,00,00,00,02E8
3320,06,01,actor_748,0,10C748,01,2B,0F,00,00,00,00,019D
3322,06,01,actor_748,1,10C788,01,B0,01,00,00,00,00,02E8
3347,06,01,actor_748,1,10C788,01,AB,0F,00,00,00,00,02E8
3348,06,01,actor_748,1,10C788,01,2B,0F,00,00,00,00,019D
3357,06,01,actor_2c8,8,10C4C8,01,B3,01,03,00,00,4A,02E8
3362,06,01,actor_2c8,5,10C408,01,69,0F,03,00,00,4A,02E8
3363,06,01,actor_2c8,5,10C408,01,0D,0F,03,02,00,0A,0A73
3364,06,01,actor_2c8,7,10C488,01,55,01,01,00,00,44,00D0
3383,06,01,actor_748,0,10C748,01,AA,02,00,00,00,00,02E8
3393,06,01,actor_2c8,5,10C408,01,1E,0F,0C,02,00,0A,0A5A
3396,06,01,actor_2c8,5,10C408,01,5F,00,03,00,00,4A,02E8
3398,06,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0060
3399,06,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,005F
3400,06,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,005E
3401,06,01,actor_2c8,7,10C488,01,55,0F,01,00,00,44,00D0
3402,06,01,actor_2c8,6,10C448,01,62,0F,03,00,00,4A,02E8
3402,06,01,actor_2c8,7,10C488,01,0D,0F,01,02,00,04,0A73
3402,06,01,actor_748,1,10C788,01,AB,02,00,00,00,00,02E8
3402,06,01,player_11b2,1,10D1F2,40,03,C2,00,00,51,00,0000
3403,06,01,actor_2c8,6,10C448,01,0D,0F,03,02,00,0A,0A73
3408,06,01,player_11b2,1,10D1F2,40,03,76,00,00,51,9E,005E
3409,06,01,player_11b2,1,10D1F2,40,03,76,00,00,51,A2,005F
3410,06,01,player_11b2,1,10D1F2,40,03,76,00,00,51,A6,0060
3411,06,01,player_11b2,1,10D1F2,40,03,76,00,00,51,AA,0061
3412,06,01,player_11b2,1,10D1F2,40,03,76,00,00,51,AE,0062
3413,06,01,player_11b2,1,10D1F2,40,03,76,00,00,51,B2,0063
3414,06,01,player_11b2,1,10D1F2,40,03,76,00,00,51,B6,0064
3415,06,01,player_11b2,1,10D1F2,40,03,76,00,00,51,BA,0065
3416,06,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,BE,0066
3417,06,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,C2,0067
3418,06,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,C6,0068
3419,06,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,CA,0069
3420,06,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,CE,006A
3421,06,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,D2,006B
3422,06,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,D6,006C
3423,06,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,DA,006D
3424,06,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,DE,006F
3425,06,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,E2,0071
3426,06,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,E6,0073
3427,06,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,EA,0075
3428,06,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,EE,0077
3429,06,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,F2,0079
3430,06,01,player_11b2,1,10D1F2,40,03,B2,00,00,51,F6,0000
3431,06,01,player_11b2,1,10D1F2,40,03,B6,00,00,51,FA,0000
3432,06,01,actor_2c8,7,10C488,01,23,00,01,00,00,44,00D0
3432,06,01,player_11b2,1,10D1F2,40,03,BA,00,00,51,FE,0000
3433,06,01,actor_2c8,6,10C448,01,13,0F,0C,02,00,0A,0A5A
3433,06,01,player_11b2,1,10D1F2,40,03,BE,00,00,51,02,0000
3434,06,01,player_11b2,1,10D1F2,40,03,76,00,00,51,06,0079
3436,06,01,actor_2c8,6,10C448,01,17,00,00,00,00,46,004B
3439,06,01,player_11b2,1,10D1F2,40,03,DF,00,00,51,1A,0079
3447,06,01,player_11b2,1,10D1F2,40,03,E7,00,00,51,3A,0079
3455,06,01,player_11b2,1,10D1F2,40,03,EB,00,00,51,00,0079
3463,06,01,player_11b2,1,10D1F2,40,03,EF,00,00,51,00,0079
3471,06,01,player_11b2,1,10D1F2,40,03,F5,00,00,51,00,0079
3474,06,01,actor_2c8,8,10C4C8,01,61,0F,03,00,00,4A,02E8
3475,06,01,actor_2c8,8,10C4C8,01,0D,0F,03,02,00,0A,0A73
3479,06,01,player_11b2,1,10D1F2,40,03,FD,00,00,51,00,0079
3487,06,01,player_11b2,1,10D1F2,40,03,05,00,00,51,00,0000
3629,05,01,player_11b2,7,10D372,01,00,FF,00,00,00,00,0018
3630,05,01,player_11b2,0,10D1B2,40,03,9E,00,00,00,18,0000
3630,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0010
3632,05,01,actor_2c8,6,10C448,01,17,00,00,00,00,46,004B
3711,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0010
3712,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0011
3713,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0012
3714,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0013
3715,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0014
3716,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0015
3717,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0015
3718,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0016
3719,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0017
3720,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0018
3721,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,001A
3722,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,001C
3723,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,001E
3724,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0020
3725,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0022
3726,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0024
3727,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0026
3728,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0028
3729,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,002A
3730,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,002C
3731,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,002E
3732,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0030
3733,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0032
3734,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0034
3735,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0036
3736,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0038
3737,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,003A
3738,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,003C
3739,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,003E
3740,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0040
3741,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0042
3742,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0044
3743,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0046
3744,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0048
3745,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,004A
3746,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,004C
3747,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,004E
3748,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0050
3749,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0051
3750,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0052
3751,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0053
3761,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0053
3762,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0054
3763,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0055
3764,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0056
3765,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0057
3766,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0058
3767,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0059
3768,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,005A
3769,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,005B
3770,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,005C
3771,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,005D
3772,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,005E
3773,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,005F
3774,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0060
3775,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0061
3776,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0062
3777,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0064
3778,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0066
3779,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0068
3780,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,006A
3781,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,006C
3782,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,006E
3783,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0070
3784,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0072
3785,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0074
3786,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0076
3787,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0078
3788,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,007A
3789,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,007C
3790,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,007E
3791,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0080
3792,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0082
3793,05,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0084
3794,05,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0086
3795,05,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,0088
3796,05,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,008A
3797,05,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,008C
3798,05,01,player_11b2,1,10D1F2,40,03,82,00,00,51,00,008E
3839,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0097
3842,05,01,actor_2c8,6,10C448,01,19,02,00,00,00,46,004B
3872,05,01,player_11b2,1,10D1F2,40,03,1A,00,00,51,00,0080
3876,05,01,player_11b2,1,10D1F2,40,03,22,00,00,51,00,0000
3896,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0086
3897,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0087
3898,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0088
3899,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0089
3900,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,008B
3901,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,008D
3902,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,008F
3923,05,01,actor_2c8,6,10C448,01,1C,1F,00,00,00,46,004B
3928,05,01,player_11b2,0,10D1B2,40,03,A3,00,00,00,98,0000
3932,05,01,actor_748,0,10C748,01,A7,00,00,00,00,00,0275
3932,05,01,player_11b2,0,10D1B2,C0,03,9F,00,00,00,98,0000
3935,05,01,actor_2c8,6,10C448,01,1F,0F,00,00,00,46,004B
3935,05,01,actor_2c8,7,10C488,01,55,0F,01,00,00,44,00D0
3935,05,01,player_11b2,0,10D1B2,40,03,A6,00,00,00,A8,0000
3936,05,01,actor_2c8,6,10C448,01,0D,0F,00,02,00,06,0A73
3936,05,01,actor_2c8,7,10C488,01,0D,0F,01,02,00,04,0A73
3940,05,01,player_11b2,0,10D1B2,40,03,A5,00,00,00,A0,0000
3942,05,01,player_11b2,0,10D1B2,40,03,A4,00,00,00,A0,0000
3946,05,01,player_11b2,0,10D1B2,40,03,A1,00,00,00,A0,0000
3966,05,01,actor_2c8,6,10C448,01,15,0F,0C,02,00,06,0A5A
3975,05,01,actor_2c8,5,10C408,01,61,0F,03,00,00,4A,02E8
3976,05,01,actor_2c8,5,10C408,01,0D,0F,03,02,00,0A,0A73
4006,05,01,actor_2c8,5,10C408,01,1E,0F,0C,02,00,0A,0A5A
4319,05,01,actor_748,10,10C9C8,01,B9,09,00,00,00,80,0268
4319,05,01,actor_8c8,4,10C9C8,01,B9,09,00,00,00,80,0268
4378,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0094
4426,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0094
4473,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0094
4481,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0094
4508,05,01,player_11b2,4,10D2B2,01,01,89,00,00,00,00,0000
4509,05,01,player_11b2,1,10D1F2,40,03,AB,00,00,51,00,0094
4509,05,01,player_11b2,4,10D2B2,01,01,87,00,00,00,00,0000
4510,05,01,player_11b2,4,10D2B2,01,01,81,00,00,00,00,0000
4511,05,01,player_11b2,4,10D2B2,01,01,7B,00,00,00,00,0000
4512,05,01,player_11b2,1,10D1F2,40,03,B2,00,00,51,00,0094
4512,05,01,player_11b2,4,10D2B2,01,01,79,00,00,00,00,0000
4513,05,01,player_11b2,4,10D2B2,01,01,77,00,00,00,00,0000
4514,05,01,player_11b2,4,10D2B2,01,01,71,00,00,00,00,0000
4515,05,01,actor_748,10,10C9C8,01,BA,08,00,00,00,80,0268
4515,05,01,actor_8c8,4,10C9C8,01,BA,08,00,00,00,80,0268
4515,05,01,player_11b2,4,10D2B2,01,01,6B,00,00,00,00,0000
4516,05,01,player_11b2,4,10D2B2,01,01,69,00,00,00,00,0000
4517,05,01,actor_748,10,10C9C8,01,BB,06,00,00,00,80,0268
4517,05,01,actor_8c8,4,10C9C8,01,BB,06,00,00,00,80,0268
4520,05,01,actor_748,10,10C9C8,01,BB,07,00,00,00,80,0268
4520,05,01,actor_8c8,4,10C9C8,01,BB,07,00,00,00,80,0268
4544,05,01,actor_5c8,5,10C708,01,BC,07,00,00,00,00,050B
4548,05,01,actor_2c8,5,10C408,01,63,1F,03,00,00,4A,02E8
4551,05,01,actor_5c8,4,10C6C8,01,B7,08,00,00,00,80,03F6
4568,05,01,actor_5c8,4,10C6C8,01,B7,0F,00,00,00,80,03F6
4569,05,01,actor_5c8,4,10C6C8,01,A8,0F,00,00,00,80,0275
4574,05,01,actor_2c8,7,10C488,01,52,01,01,00,00,44,00D0
4608,05,01,player_11b2,4,10D2B2,01,01,6A,00,00,00,00,0000
4610,05,01,player_11b2,4,10D2B2,01,01,68,00,00,00,00,0000
4611,05,01,player_11b2,4,10D2B2,01,01,65,00,00,00,00,0000
4612,05,01,player_11b2,4,10D2B2,01,01,66,00,00,00,00,0000
4613,05,01,player_11b2,4,10D2B2,01,01,63,00,00,00,00,0000
4614,05,01,player_11b2,1,10D1F2,40,03,DF,00,00,51,00,0094
4614,05,01,player_11b2,4,10D2B2,01,01,64,00,00,00,00,0000
4616,05,01,player_11b2,4,10D2B2,01,01,62,00,00,00,00,0000
4617,05,01,player_11b2,4,10D2B2,01,01,5F,00,00,00,00,0000
4618,05,01,player_11b2,4,10D2B2,01,01,60,00,00,00,00,0000
4619,05,01,player_11b2,4,10D2B2,01,01,61,00,00,00,00,0000
4620,05,01,player_11b2,4,10D2B2,01,01,5E,00,00,00,00,0000
4621,05,01,player_11b2,4,10D2B2,01,01,5B,00,00,00,00,0000
4622,05,01,player_11b2,1,10D1F2,40,03,E7,00,00,51,00,0094
4622,05,01,player_11b2,4,10D2B2,01,01,5C,00,00,00,00,0000
4623,05,01,player_11b2,4,10D2B2,01,01,5D,00,00,00,00,0000
4624,05,01,player_11b2,4,10D2B2,01,01,5A,00,00,00,00,0000
4625,05,01,player_11b2,4,10D2B2,01,01,57,00,00,00,00,0000
4626,05,01,player_11b2,4,10D2B2,01,01,58,00,00,00,00,0000
4627,05,01,player_11b2,4,10D2B2,01,01,59,00,00,00,00,0000
4628,05,01,player_11b2,4,10D2B2,01,01,56,00,00,00,00,0000
4630,05,01,actor_2c8,8,10C4C8,01,63,1F,03,00,00,4A,02E8
4630,05,01,player_11b2,1,10D1F2,40,03,EB,00,00,51,00,0094
4638,05,01,player_11b2,1,10D1F2,40,03,EF,00,00,51,00,0094
4646,05,01,player_11b2,1,10D1F2,40,03,F5,00,00,51,00,0094
4654,05,01,player_11b2,1,10D1F2,40,03,FD,00,00,51,00,0094
4662,05,01,player_11b2,1,10D1F2,40,03,05,00,00,51,00,0000
4664,05,01,actor_2c8,6,10C448,01,18,01,00,00,00,46,004B
4892,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0016
4893,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0017
4894,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0018
4895,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0019
4896,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,001A
4897,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,001B
4898,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,001C
4899,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,001D
4900,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,001E
4901,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,001F
4902,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0021
4903,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0023
4904,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0025
4905,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0027
4906,05,01,player_11b2,1,10D1F2,40,03,0B,00,00,51,00,0027
4926,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0027
4927,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0028
4928,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,0029
4929,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,002A
4930,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,002B
4931,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,002C
4932,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,002D
4933,05,01,player_11b2,1,10D1F2,40,03,76,00,00,51,00,002E
4934,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,002F
4935,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0030
4936,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0031
4937,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0032
4938,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0033
4939,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0034
4940,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0035
4941,05,01,player_11b2,1,10D1F2,40,03,7A,00,00,51,00,0036
4942,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0038
4943,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,003A
4944,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,003C
4945,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,003E
4946,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0040
4947,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0042
4948,05,01,player_11b2,1,10D1F2,40,03,7E,00,00,51,00,0044
