arcade_tile_code,records_used,exact_hash,flip_normalized_hash,dup_group_id,dup_group_size
0x0226,2;6;14,75eaf4b3b5f8,bd540e84f12f,376,1
0x0227,2;6;14,ab5e131027c4,68f5bcf246dc,377,1
0x0228,2;6;14,77f8eca4b641,e8413a203730,378,1
0x0229,2;6;14,4af5ce1c56df,056af98bb406,379,1
0x022A,2;6;14,1bf9c213997d,dd5ec20575c5,380,1
0x022B,2;6;14,8720ef7874a2,a32f2da9b772,381,1
0x022C,2;6;14,987b5c945e36,a36836aa1177,382,1
0x022D,2;6;14,2c04ac09c432,54c5a8f2c378,383,1
0x022E,2;6;14,1cee720a7389,c4fe3fe889b9,384,1
0x022F,2;6;14,348054f63d5e,f50cba2474ef,385,1
0x0256,2;4;6;10;11;14,f973d3ecc072,cb5006f7dd23,386,1
0x0257,2;4;6;10;11;14,636c457211e4,e956a759e63f,387,1
0x0258,2;4;6;10;11;14,b3007fc3eda3,918e4f2175d2,388,1
0x0259,2;4;6;10;11;14,d23689486e1f,d23689486e1f,389,1
0x025A,2;4;6;10;11;14,dcbe3339df5a,dcbe3339df5a,390,1
0x025B,2;4;6;10;11;14,074e2230c98a,33ce65f256a9,391,1
0x025C,2;4;6;10;11;14,3dc32917560a,3dc32917560a,392,1
0x025D,2;4;6;10;11;14,2d727761cba8,a0fb49a3d6b8,393,1
0x025E,2;4;6;10;11;14,411a7f5555da,d0a1d9841ecc,394,1
0x025F,2;4;6;10;11;14,a5694fca5359,fdcdecfd66d7,395,1
0x0260,2;4;6;10;11;14,8b130020cc40,130702b93f7f,396,1
0x0261,2;4;6;10;11;14,95c03a1deac8,e65b764829f7,397,1
0x0262,2;4;6;10;11;14,d0f7efd39304,0335c59b4a87,398,1
0x0263,2;4;6;10;11;14,4ab63e69f5b7,f13427a4b1c5,399,1
0x0264,4;6,1416e960bb21,80db08b69855,400,1
0x0265,4;6,e1300d3d2993,d5eda843c348,401,1
0x0266,4;6,1e1417c5fd88,5e9e1017a07d,402,1
0x0267,4;6,3d7aca5e0d83,1688e431ba7c,403,1
0x0268,4;6,1030cb39edf7,8e5fb0ea36e6,404,1
0x0269,4;6,7f114e0f4993,9483e74e9c8f,405,1
0x026A,4;6,d4efa5dfeef8,540b93059ec4,406,1
0x026B,4;6,22943a8889b5,de7d103906f0,407,1
0x026C,4;6,9ca77ed4f7e7,42d3be58a681,408,1
0x026D,3;10,3ad65636f197,3ad65636f197,409,1
0x026E,3;10,450db7e6c174,450db7e6c174,410,1
0x026F,3;10,c774dddd6013,f783783ccab3,411,1
0x0270,3;10,2aead162cd59,2aead162cd59,412,1
0x0271,3;10,8e44afc09967,8e44afc09967,413,1
0x0272,3;10,6876c5928d6a,841333d89283,414,1
0x0273,3;10,4ded7d40d666,ccb5cfdb44b1,415,1
0x0274,3;10,59f5df2ddbea,1e419ffec2ae,416,1
0x0275,3;10,d61617c4b815,d61617c4b815,417,1
0x0276,3;10,03dd5ca19a08,03dd5ca19a08,418,1
0x0277,3;10,d230ef36b53e,d230ef36b53e,419,1
0x0278,3;10,63889b45ec2a,8e1fdb3502f7,420,1
0x0279,3;10,b23176c97d83,b23176c97d83,421,1
0x027A,3;10,69b215b6f10f,69b215b6f10f,422,1
0x027B,3;10,6cb1a0aff330,3b42d119a3eb,423,1
0x027C,3;10,204ea3c6b1ef,204ea3c6b1ef,424,1
0x027D,3;10,1b50f300bcd6,1b50f300bcd6,425,1
0x027E,3;10,7294a08d90f0,74d1d50defbc,426,1
0x027F,3;10;11,6519921304c4,6519921304c4,427,1
0x0280,3;10;11,2ed2c6bd5175,78a52ea26a5b,428,1
0x0281,3;10,8091f942775b,2d7f0f4641ad,429,1
0x0282,3;10,8ef0ed35e771,454accff5753,430,1
0x0283,3;10,be38d56fa47b,25e0b69b7389,431,1
0x0284,3;10,0f69369c7168,0f69369c7168,432,1
0x0285,3;10,3084f246ce7e,c7cde3ac3233,433,1
0x0286,3;10,4fce7bae7319,b9b025babbf1,434,1
0x0287,3;10,df969782ab30,ac30a883495e,435,1
0x0288,3;10,695594111f26,695594111f26,436,1
0x0289,3;11,b2e6808254ad,f70aa2f82efe,437,1
0x028A,3;11,476b1b915b6e,37ec8c6580d3,438,1
0x028B,3;11,a44801179720,a112123bc0f5,439,1
0x028C,3;11,e246b1207577,642d3b9e9a43,440,1
0x028D,3;11,342932d0a7a0,342932d0a7a0,441,1
0x028E,3;11,6df627a0eaf3,e88d02128aea,442,1
0x028F,3;11,3e01116e5e1d,5304d37863b8,443,1
0x0290,3;11,f236f09ee0a2,31ba1bc82e7d,444,1
0x0291,3;11,3d1bc7cdf424,c85f665069ff,445,1
0x0292,3;11,298da751710d,dacadeb5c50b,446,1
0x0293,3;11,0e20db00a200,0bcb148bc4ae,447,1
0x0294,3;11,d6b3a873649e,9c5d8e4f400e,448,1
0x0295,3;11,9af978460274,9af978460274,449,1
0x0296,3;11,f99b05665e3f,fc5f2f3d972c,450,1
0x0297,3;11,e279bc65a6f4,dc381a4a1020,451,1
0x0298,3;11,c1d03341348d,e1418f8fe1a7,452,1
0x0299,3;11,98aabfd50213,78a52ea26a5b,453,1
0x029A,3;11,5b42c0e1d666,6519921304c4,454,1
0x029B,3;11,74d1d50defbc,74d1d50defbc,455,1
0x029C,3;11,7d4631666814,1b50f300bcd6,456,1
0x029D,3;11,0ffe4a61f304,454accff5753,457,1
0x029E,3;11,5c667a7754b5,09a31a2d0df1,458,1
0x029F,3;11,4d5c4253d45f,d7df55971714,459,1
0x02A0,3;11,0f7105e75a39,2d7f0f4641ad,460,1
0x02A1,3;11,5f67ecbb00c2,0f69369c7168,461,1
0x02A2,3;11,92b110ba54ba,92b110ba54ba,462,1
0x02A3,3;11,f3abd2672d7d,e7f6c588e3be,463,1
0x02A4,3;11,2501b416c6c9,25e0b69b7389,464,1
0x02A5,3;11,8562f67f9bfa,695594111f26,465,1
0x02A6,3;11,ac30a883495e,ac30a883495e,466,1
0x02A7,3;11,b9b025babbf1,b9b025babbf1,467,1
0x02A8,3;11,c7cde3ac3233,c7cde3ac3233,468,1
0x02A9,3,c29b091f4e5b,2aead162cd59,469,1
0x02AA,3,f783783ccab3,f783783ccab3,470,1
0x02AB,3,83e3ac4f5515,450db7e6c174,471,1
0x02AC,3,f0f6d467fec1,3ad65636f197,472,1
0x02AD,3,086d56564933,1e419ffec2ae,473,1
0x02AE,3;11,a133e922b27d,ccb5cfdb44b1,474,1
0x02AF,3;11,7003260ea905,841333d89283,475,1
0x02B0,3;11,fd39ace714f5,8e44afc09967,476,1
0x02B1,3;11,fc3222bdcc08,8e1fdb3502f7,477,1
0x02B2,3;11,ff333385a4bb,d230ef36b53e,478,1
0x02B3,3;11,287a7b1a2ee0,03dd5ca19a08,479,1
0x02B4,3;11,7923f7cc74b3,d61617c4b815,480,1
0x02B5,3;11,ed9480d0cebe,204ea3c6b1ef,481,1
0x02B6,3;11,3b42d119a3eb,3b42d119a3eb,482,1
0x02B7,3;11,e70ce04aa864,69b215b6f10f,483,1
0x02B8,3;11,a44241c4ddf9,b23176c97d83,484,1
0x02B9,3;10,cb3b71be071c,cb3b71be071c,485,1
0x02BA,3;10,33e618fc8540,33e618fc8540,486,1
0x02BB,3;10,963d96dcef2a,83e21ec4d0da,487,1
0x02BC,3;10,43b46f34c1cb,af2800c08ced,488,1
0x02BD,3;10,82630107bfe7,a98ae3dae511,489,1
0x02BE,3;10,43c30e16dd9a,a3c5e10db625,490,1
0x02BF,3;10,23e2b81c12af,0ca53ee1b03e,491,1
0x02C0,3;10,df85c5861071,df85c5861071,492,1
0x02C1,3;10,19d6d4def8de,07f78f59711d,493,1
0x02C2,3;10,459e1e6f6d8a,459e1e6f6d8a,494,1
0x02C3,3;10,c329d86620f2,0f1ff3341914,495,1
0x02C4,3;10,4799171753a4,a5f38e395d0d,496,1
0x02C5,3;10,d6dfba106207,d6dfba106207,497,1
0x02C6,3;10,420f6543d0e0,420f6543d0e0,498,1
0x02C7,3;10,4c15767908e4,2322769803de,499,1
0x02C8,3;10,05fc9ba01e33,05fc9ba01e33,500,1
0x02C9,3;10;11,5779c9908e3f,62f41a199811,501,1
0x02CA,3;10;11,96835a8631d4,bf285f2d80a8,502,1
0x02CB,3;10;11,d653ff98765b,54d70b4b42b6,503,1
0x02CC,3;10;11,393fa9e6edc1,384e7d66a416,504,1
0x02CD,3;10;11,3f5551523edb,ce3e9045921b,505,1
0x02CE,3;10;11,3aa44defea72,4ebcc9bfe1c6,506,1
0x02CF,3;10;11,51320c273adb,4a47cb0cfe48,507,1
0x02D0,3;10;11,3986a5ad5ff4,3729ea73ad18,508,1
0x02D1,3;10;11,5268357ed6ef,166f68e07b76,509,1
0x02D2,3;10;11,1daea2825487,309fcb7891c0,510,1
0x02D3,3;10;11,b007df52d00f,86629a606917,511,1
0x02D4,3;10;11,a3415811c3b4,488866b33a4a,512,1
0x02D5,3;10;11,87ce037564ce,67c4dbab0ad5,513,1
0x02D6,3;10;11,435d96d27cca,435d96d27cca,514,1
0x02D7,3;10;11,8cac16fcf0ba,c02f596e3331,515,1
0x02D8,3;10;11,36c424defea6,d894b4a6f5c0,516,1
0x02D9,3;11,c5dd3da3c1a7,c97d8ea0c083,517,1
0x02DA,3;11,e1e6a0322985,72c0ff00ccb5,518,1
0x02DB,3;11,79a361de8679,2eb6739a624b,519,1
0x02DC,3;11,4c92c6b5c3d5,be447fed4d52,520,1
0x02DD,3;11,f5b82284520f,f5b82284520f,521,1
0x02DE,3;11,fbd75baacce3,067975287511,522,1
0x02DF,3;11,1dc56e647cdb,5eb071977110,523,1
0x02E0,3;11,03e4c8edc437,bee5b403a4c0,524,1
0x02E1,3;11,e13d3e15e86b,2337063a1f7f,525,1
0x02E2,3;11,4bb0dc632c0e,61c73996ab08,526,1
0x02E3,3;11,754b2d5773c8,55ef5ece616b,527,1
0x02E4,3;11,ed890be1c598,8a5ccd30f955,528,1
0x02E5,3;11,331a04670b26,0821e47b5f30,529,1
0x02E6,3;11,339976ba22ee,0f51cbdbfda3,530,1
0x02E7,3;11,4ba48f87c79d,9681d0699a7f,531,1
0x02E8,3;11,74359124f1a4,77e1b8403854,532,1
0x02E9,3;11,9c056d556a30,9c056d556a30,533,1
0x02EA,3;11,127088430f4b,f67a7e88340f,534,1
0x02EB,3;11,fa1234de821f,2f159a182075,535,1
0x02EC,3;11,70012fcc9e72,3b48160fe525,536,1
0x02ED,3;11,a6c665cfae21,a6c665cfae21,537,1
0x02EE,3;11,bab3ccf92b4a,56ee19a98262,538,1
0x02EF,3;11,fd892b9090d5,fe6f5f21fa05,539,1
0x02F0,3;11,6bf78ddafa77,63049d1b8e68,540,1
0x02F1,3;11,231ed4b94024,78150a6bd004,541,1
0x02F2,3;11,ecefe64f398c,5518fab1a930,542,1
0x02F3,3;11,94bf98531e06,4a5462cfbec6,543,1
0x02F4,3;11,92642821401f,016ee370a29b,544,1
0x02F5,3;11,4387e1fb33e8,4387e1fb33e8,545,1
0x02F6,3;11,b73d582f2fe2,0dfe10589c18,546,1
0x02F7,3;11,837697eb3226,837697eb3226,547,1
0x02F8,3;10,a4c0f96b0277,a4c0f96b0277,548,1
0x02F9,3;10,151a2bdee7fd,515a81e37406,549,1
0x02FA,3;10,e468e5efa709,75650f767a5e,550,1
0x02FB,3;10,baf490c65814,ca979e8d82d2,551,1
0x02FC,3;10,ccf7fca01cf7,fb46f19b9f42,552,1
0x02FD,3;10,1f47b4d2a19f,e625bbfe15db,553,1
0x02FE,3;10,f8f1ddd14211,4f47f8fac615,554,1
0x02FF,3;10,af8624dd8a27,89850f26f46c,555,1
0x0300,3;10,19bf4b800153,9b674c6afa7a,556,1
0x0301,3;10,6ac4a380c3b3,6ac4a380c3b3,557,1
0x0302,3;10,787c100f562c,7f7db381c776,558,1
0x0303,3;10,8f1ffe677cd4,46ad3686cf1e,559,1
0x0304,3;10,bc2b20f83b8c,bc2b20f83b8c,560,1
0x0305,3;10,1515b1f446c7,e761559a697a,561,1
0x0306,3;10,d20869635b96,d20869635b96,562,1
0x0307,3;10,a4571795ef21,930a12c5365e,563,1
0x0308,3;10;11,a7a4f033bbe5,e72f98b21a17,564,1
0x0309,3;10;11,f742dcd02e14,f742dcd02e14,565,1
0x030A,3;10;11,bb55bf6a7249,ee45253010be,566,1
0x030B,3;10;11,0341604ff4a7,0341604ff4a7,567,1
0x030C,3;10;11,58c7c49f037f,54d56739b28b,568,1
0x030D,3;10;11,47f82096ae94,5fd15161d998,569,1
0x030E,3;10;11,6f614404f557,6f614404f557,570,1
0x030F,3;10;11,12e3757bfe64,ec573fc049a7,571,1
0x0310,3;10;11,304ad096c8b8,8f8e5c76726e,572,1
0x0311,3;10;11,dbfcde03b223,e647fd87ae12,573,1
0x0312,3;10;11,a5dbe8326abc,cbe7ee213153,574,1
0x0313,3;10;11,2ee7d94ef640,2ee7d94ef640,575,1
0x0314,3;10;11,52e0b7068202,65290c2f3124,576,1
0x0315,3;10;11,7d59b1a307be,4c4d5281e423,577,1
0x0316,3;10;11,19f9cdbf730d,19f9cdbf730d,578,1
0x0317,3;10;11,a3fa0cd8d098,e9056718c688,579,1
0x0318,3;10;11,2dc28ae661c2,519cea2cde60,580,1
0x0319,3;10;11,54d660a0a96a,8ace881390af,581,1
0x031A,3;10;11,c95e4fc6d31c,c763601d3985,582,1
0x031B,3;10;11,01c560434279,a25171f51526,583,1
0x031C,3;10;11,0480e4997a48,831ff4dadc14,584,1
0x031D,3;10;11,863edd8503de,dec0d144a95d,585,1
0x031E,3;10;11,b8cb6bd36ac9,b8cb6bd36ac9,586,1
0x031F,3;10;11,761905d73c43,761905d73c43,587,1
0x0320,3;10;11,6f9b8eeaa671,8ebf8a020296,588,1
0x0321,3;10;11,2dac35f5b910,2dac35f5b910,589,1
0x0322,3;10;11,5b1220a1e2f8,abf30f5d1ded,590,1
0x0323,3;10;11,47d9824ff2ce,2d5560ad2553,591,1
0x0324,3;10;11,12a07f562732,e26df7dfb9cd,592,1
0x0325,3;10;11,0dce42167425,83d81277193b,593,1
0x0326,3;10;11,b380e84082aa,7dcd3fa9375d,594,1
0x0327,3;10;11,47c3e404c749,bb6ac89c7c21,595,1
0x0328,3;11,7ecfcd89100e,7ecfcd89100e,596,1
0x0329,3;11,ffc490e7b0b9,10de722eee83,597,1
0x032A,3;11,784413e31790,05b72ab79137,598,1
0x032B,3;11,0c19c8791272,a4c0f96b0277,599,1
0x032C,3;11,d1edd10edfed,4695f7dbb063,600,1
0x032D,3;11,16dd045fb870,aff0ea5ede42,601,1
0x032E,3;11,f49294f53b47,0d68816572d9,602,1
0x032F,3;11,ad921814fe9a,fb46f19b9f42,603,1
0x0330,3;11,5fe895e5b676,d408afdfe8ff,604,1
0x0331,3;11,eb2158d2f6a5,eb2158d2f6a5,605,1
0x0332,3;11,a130629c2162,6ac4a380c3b3,606,1
0x0333,3;11,9b674c6afa7a,9b674c6afa7a,607,1
0x0334,3;11,d0f2b75528fd,9dd4ade823c9,608,1
0x0335,3;11,93fce0822931,527d8e5bd7f8,609,1
0x0336,3;11,7f540748ae77,7f540748ae77,610,1
0x0337,3;11,fe9df8f45729,c963da42378e,611,1
0x0338,3;10;11,750c57f1aa8a,7e475d12e79f,612,1
0x0339,3;10;11,87723668136c,87723668136c,613,1
0x033A,3;10;11,20d52d934d2f,0a91a867a0f1,614,1
0x033B,3;11,f3d9c03f40bc,f3d9c03f40bc,615,1
0x033C,3;11,ae653af2e92b,ae653af2e92b,616,1
0x033D,3;11,c07e6223871b,5e8fea0d16a3,617,1
0x033E,3;11,c6f88f1d6679,a5a1607abc58,618,1
0x033F,3;11,0e3c8092b2c9,0e3c8092b2c9,619,1
0x0340,3;11,bb73e4b1c1dd,68820143a9e7,620,1
0x0341,3;11,bfa6339cb6bf,4333581f2185,621,1
0x0342,3;11,7ab4d66ba972,1de8c4e937e4,622,1
0x0343,3;11,fd0808db3b5e,5847bbe919e0,623,1
0x0344,3;11,09361a4a40a0,fd06d89bfda4,624,1
0x0345,3;11,82cdc1fa8b0d,62e7b06b0978,625,1
0x0346,3;11,c3aa133b7340,c3aa133b7340,626,1
0x0347,3;11,830f7d676e70,525d359f3759,627,1
0x0348,3;11,9ae5121a8f2f,bc2b20f83b8c,628,1
0x0349,3;10,e2065aa1343e,e2065aa1343e,629,1
0x034A,3;10,88af44b8d4b0,ed5f3a406a6b,630,1
0x034B,3;10,327c383a94fa,327c383a94fa,631,1
0x034C,3;10,4b6248704059,a548f98f2b9f,632,1
0x034D,3;10;11,248866ff226e,63049d1b8e68,633,1
0x034E,3;10,f4bab8e0741b,fe6f5f21fa05,634,1
0x034F,3;10,91b96ed346ef,adc0596cf627,635,1
0x0350,3;10,e655e26df6c5,1805ae1c96f9,636,1
0x0351,3;10,19d073f3c23d,2aa183cf3199,637,1
0x0352,3;10,7b3b2b9a8d02,0c9d83d5b929,638,1
0x0353,3;10,06e432250e94,06e432250e94,639,1
0x0354,3;11,0614565bdc1a,0614565bdc1a,640,1
0x0355,3;11,18f12152d69d,18f12152d69d,641,1
0x0356,3;11,f76913b1af62,a156f5f5a0b5,642,1
0x0357,3;11,ba128c4193bc,17b235882c34,643,1
0x0358,3;11,3d1250ebfa2a,04794914a368,644,1
0x0359,3;11,d6c3b4a4efd7,a4eac2e3e135,645,1
0x035A,3;11,d0ddf7289f7a,f961b494503e,646,1
0x035B,3;11,7ff49b01d32d,c8e5e7ed59eb,647,1
0x035C,3;11,1748c3227edd,b39831842f3c,648,1
0x035D,3;11,2846c05816c7,35ad059fdd67,649,1
0x035E,3;11,a29b05a257a4,a29b05a257a4,650,1
0x035F,3;10,8c10fe19152d,8c10fe19152d,651,1
0x0360,3;10,26c10bd44cc6,50ac468d38fb,652,1
0x0361,3;10,4229f80d03cc,afb44e2e08d7,653,1
0x0362,3;10,cbaf978961d1,cbaf978961d1,654,1
0x0363,3;10,2e79eea5b517,2e79eea5b517,655,1
0x0364,3;10,0b1ccb80c289,3ebb69c21a29,656,1
0x0365,3;10,5bebc6fdb4b6,321402e6d9b1,657,1
0x0366,3;10,b3f8029d3999,b3f8029d3999,658,1
0x0367,3;10,f23d0f9de514,dc806c0a6cb4,659,1
0x0368,3;10,d2cc01852576,d2cc01852576,660,1
0x0369,3;10,5df2af8d58b8,0da54332e2f9,661,1
0x036A,3;10,3f16caf05f81,bbd9fa674085,662,1
0x036B,3;10,7e00c0739ad3,7e00c0739ad3,663,1
0x036C,3;10,79a64a0893f9,70abb14d34ea,664,1
0x036D,3;10,c288c643c6d0,d17a863f4190,665,1
0x036E,3;10,40b150b1f306,ddfb2e0fce89,666,1
0x036F,3;11,cde9155ecf7b,125f6d744f23,667,1
0x0370,3;11,aea72a816dda,72fd735950a9,668,1
0x0371,3;11,f9eb225acd4a,0f6c443cff84,669,1
0x0372,3;11,c291d96d0f52,a3eb622e456c,670,1
0x0373,3;11,31750cd152b9,b2eec0166c59,671,1
0x0374,3;11,ff3f1556bbd8,ff3f1556bbd8,672,1
0x0375,3;11,c5aa8e2afb1a,477dd7363d14,673,1
0x0376,3;11,50b45c37c12f,8cbb9251b573,674,1
0x0377,3;11,a01cfba3f86d,acba25fabe3c,675,1
0x0378,3;11,caecc4ff5185,ecb8f95a9e3d,676,1
0x0379,3;11,613a67649774,613a67649774,677,1
0x037A,3;11,b276cee6a145,b276cee6a145,678,1
0x037B,3;11,e71c3e59bf25,7a799bda56a3,679,1
0x037C,3;11,866996d1fb6c,e7aa0205eb38,680,1
0x037D,3;11,b94be1f6c357,e1de3e4b3dbc,681,1
0x037E,3;11,6a9c420c7ddf,061b2749e6f0,682,1
0x037F,3;11,b73e655ceed9,cd423f0823e2,683,1
0x0380,3;11,e8a17e34ffd2,e8a17e34ffd2,684,1
0x0381,3;11,215c0e36f593,272f0e9b09c6,685,1
0x0382,3;11,4abc49022789,eef28a5618d9,686,1
0x0383,3;11,d273fdf8d842,d273fdf8d842,687,1
0x0384,3;11,9a515d4b93c3,e5c75f3a3403,688,1
0x0385,3;11,d6db46ccf953,38d4807bc068,689,1
0x0386,3;11,678647c14716,feae70e0ea55,690,1
0x0387,3;11,4e34cf3d5920,c7fb3f99fad7,691,1
0x0388,3;11,3bf2acc3c347,d8dc0fef38c7,692,1
0x0389,3;11,6c2accedfc61,6c2accedfc61,693,1
0x038A,3;11,18307508bff0,18307508bff0,694,1
0x038B,3;11,98e67b402b42,f6cc21bc1113,695,1
0x038C,3;11,5a803e915653,8463a226562e,696,1
0x038D,3;11,a7e3de9018e6,41503d204724,697,1
0x038E,3;11,2a69cf7b021b,71552495b46e,698,1
0x038F,11,6af62ae8aacb,6af62ae8aacb,699,1
0x0390,11,a501856f1d9c,939c9d7cd37b,700,1
0x0391,11,4078c272dd30,f4bfc247bdc0,701,1
0x0392,11,30aa44399e7a,8a51691ba9c5,702,1
0x0393,11,2aefface7f21,9494311a8687,703,1
0x0394,11,761116053a9a,af47d9a1395c,704,1
0x0395,11,aa4c9f05c6f7,2c9f51243c6b,705,1
0x0396,11,aa032805408d,be79417f8c54,706,1
0x0397,11,4c0332f08817,69d659c9db2d,707,1
0x0398,11,127bbc07d777,127bbc07d777,708,1
0x0399,11,100b82ff58a2,100b82ff58a2,709,1
0x039A,11,a35226daf487,a35226daf487,710,1
0x039B,11,589a33234609,589a33234609,711,1
0x039C,11,e6d397eb3775,7c8556d125fc,712,1
0x039D,11,2b475a9eb067,2b475a9eb067,713,1
0x039E,11,7d633bfdd831,7d633bfdd831,714,1
0x039F,11,83e78414cd1f,83e78414cd1f,715,1
0x03A0,11,d69c746c2e0d,51abfbb51aaa,716,1
0x03A1,11,445a6a71b7ca,d5c2dd3fefd4,717,1
0x03A2,11,56febc2f960d,441c2ba86746,718,1
0x03A3,11,654a93b718f3,43466a08c6ee,719,1
0x03A4,11,3bccb7e73157,8a463a0cb831,720,1
0x03A5,11,84269986f230,3a7119e89391,721,1
0x03A6,11,fedd99237fda,e94080ef2e51,722,1
0x03A7,11,373af1c2c43b,d0e0777cddb9,723,1
0x03A8,11,efee2cd325b9,58d42ff3d51e,724,1
0x03A9,11,e06198284b74,cca212b29f4a,725,1
0x03AA,11,a4428f074723,d902c8f83c0d,726,1
0x03AB,11,0c0dc2c61e1e,2279a33838b7,727,1
0x03AC,11,30a7aaf3f48c,30a7aaf3f48c,728,1
0x03AD,11,b9fd663cf777,8997a54777ae,729,1
0x03AE,11,147ab6fb8c07,71b05138dc69,730,1
0x03AF,11,1bdda568e2ad,a94a925e7e19,731,1
0x03B0,11,c14c1e92fc9e,177039e6c56e,732,1
0x03B1,11,e63ccbf02379,014eda5d107a,733,1
0x03B2,11,b4b256cc801e,afa1f1414e00,734,1
0x03B3,11,d7f59695a7bb,d7f59695a7bb,735,1
0x03B4,11,590962eb4d2d,590962eb4d2d,736,1
0x03B5,11,05fe4cbb3bee,05fe4cbb3bee,737,1
0x03B6,11,194c542c3500,da8cc7c6473a,738,1
0x03B7,11,080f617b34bb,080f617b34bb,739,1
0x03B8,11,f3e3d81e6336,f3e3d81e6336,740,1
0x03B9,11,6582e8be35d2,e5f17d7842a4,741,1
0x03BA,11,c9f9511b5ca0,32d70c35ceb6,742,1
0x03BB,11,e22c7130f741,8208fad6d6d7,743,1
0x03BC,11,745349cfd175,072979400b43,744,1
0x03BD,11,5e624a377fad,5e624a377fad,745,1
0x03BE,11,a94a925e7e19,a94a925e7e19,746,1
0x03BF,11,ed11012f471e,a5cf7ec80530,747,1
0x03C0,11,d0fc7493d329,c2b3b02d9000,748,1
0x03C1,11,d5669c7fd4e1,16984988d150,749,1
0x03C2,11,7604f671e0d0,9e58e3bb12ab,750,1
0x03C3,11,e506d7db2515,e506d7db2515,751,1
0x03C4,11,26986d6920b8,8d3781967908,752,1
0x03C5,11,96a46cd8a078,c40a29ca327d,753,1
0x03C6,11,f42ff36b478f,f42ff36b478f,754,1
0x03C7,11,6d3e1d6c49c3,6d3e1d6c49c3,755,1
0x03C8,11,0f32dad4ea46,0f32dad4ea46,756,1
0x03C9,11,2bc298913d4c,2bc298913d4c,757,1
0x03CA,11,543c4d4d5342,543c4d4d5342,758,1
0x03CB,11,0cba3fb39bd6,0f32dad4ea46,759,1
0x03CC,11,808761cd7b0b,ed000a58d6af,760,1
0x03CD,11,daea21d004cc,dbe444a3d65d,761,1
0x03CE,10,405b7d4b3e4c,405b7d4b3e4c,762,1
0x03CF,10,a9a7605ac86e,7586734dc755,763,1
0x03D0,10,72527453b30d,c12f3cb734eb,764,1
0x03D1,10,c352836fe7b6,b86c26178020,765,1
0x03D2,10,84865305badb,99d9cf8694e6,766,1
0x03D3,10,620d4e9ea645,f22f496cb4bd,767,1
0x03D4,10,37c857c806f9,a195f738c1c3,768,1
0x03D5,10,2fde9a10e238,185c80d7e51d,769,1
0x03D6,11,a8dd08012a51,96d2fb9f2efd,770,1
0x03D7,11,32e34e0f7c0a,74d6bce4dd9d,771,1
0x03D8,11,59e73d0f9b41,e4a6937b6419,772,1
0x03D9,11,7bc2deb99a47,31e8923a34a9,773,1
0x03DA,11,a2ce0d92e28e,a7d7268be98d,774,1
0x03DB,11,fb33b000b168,fb33b000b168,775,1
0x03DC,11,1318964f640c,f0f046992ce9,776,1
0x03DD,11,4199959c9475,d757f6d9f263,777,1
0x03DE,11,ab1731e8ca66,3f93252add93,778,1
0x03DF,11,bc5df4aa5628,47b43ee659c2,779,1
0x03E0,11,52957e362bd2,f94675ea34d9,780,1
0x03E1,11,af5acef34254,7503bec73b06,781,1
0x03E2,11,4fcfcdba654e,d1c38544629d,782,1
0x03E3,11,d3bef781caba,bf0e4db86bb0,783,1
0x03E4,11,1599867b15f4,49b5b40931d2,784,1
0x03E5,11,216e4d397d16,f0581aedee34,785,1
0x03E6,11,d0496e26ae86,b86c26178020,786,1
0x03E7,11,0844be16628f,c12f3cb734eb,787,1
0x03E8,11,0c03060ecab7,7586734dc755,788,1
0x03E9,11,03cdc861c0ed,405b7d4b3e4c,789,1
0x03EA,11,185c80d7e51d,185c80d7e51d,790,1
0x03EB,11,581e597051b2,a195f738c1c3,791,1
0x03EC,11,c91dcc6485fb,f22f496cb4bd,792,1
0x03ED,11,36da8b922279,99d9cf8694e6,793,1
0x03EE,11,64ca077fa528,46ad3686cf1e,794,1
0x03EF,11,7f7db381c776,7f7db381c776,795,1
0x03F0,11,6828a52d030e,930a12c5365e,796,1
0x03F1,11,c48b07b55768,d20869635b96,797,1
0x03F2,11,e761559a697a,e761559a697a,798,1
0x03F3,10,77b9b6840f31,b2620dc73088,799,1
0x03F4,10,fb4c51c2bb8a,11353073fd76,800,1
0x03F5,10,cff2311a40a5,eb73ba44daa9,801,1
0x03F6,10,6b2f81081659,6b2f81081659,802,1
0x03F7,11,5903786c45dd,a25171f51526,803,1
0x03F8,11,6fad23e2f605,87723668136c,804,1
0x03F9,11,8119201b349a,11353073fd76,805,1
0x03FA,11,61c4cd9d13ac,b2620dc73088,806,1
0x03FB,11,23ca25620f50,761905d73c43,807,1
0x03FC,11,89966e291411,b8cb6bd36ac9,808,1
0x03FD,11,31e2da09ffc8,6b2f81081659,809,1
0x03FE,11,eb73ba44daa9,eb73ba44daa9,810,1
0x03FF,11,2d5560ad2553,2d5560ad2553,811,1
0x0400,11,7a7fa41ca9ae,abf30f5d1ded,812,1
0x0401,11,04e4679750b2,bb6ac89c7c21,813,1
0x0402,11,7dcd3fa9375d,7dcd3fa9375d,814,1
0x0403,11,f46455bf3222,f46455bf3222,815,1
0x0404,11,07cc1cc595a9,14ca2b5ce272,816,1
0x0405,11,13407c391484,13407c391484,817,1
0x0406,11,bc53d58ee9ad,2f2c87b23e4c,818,1
0x0407,11,225f3b0bc545,85abe0f42d45,819,1
